abeta_uM,time_hours,viability_mean,viability_sem,viability_std,calcium_mean,tau_mean,n
0.0,0,0.9899749999999999,0.0024390342674703723,0.010907692843030309,0.098195,0.0,20
0.0,1,0.989765,0.0024391248969984924,0.010908098150601576,0.09958,0.001985,20
0.0,2,0.989355,0.0024348616625569216,0.01088903238657087,0.10047999999999999,0.003925,20
0.0,3,0.9887650000000001,0.002439912369004481,0.010911619832473156,0.10110000000000001,0.0058249999999999994,20
0.0,4,0.987965,0.0024372468829441645,0.010899699416425237,0.10153000000000001,0.00769,20
0.0,5,0.98701,0.002442387744551802,0.010922690048460474,0.10179,0.00949,20
0.0,6,0.985835,0.002447257057454969,0.010944466277770857,0.10198499999999999,0.011260000000000001,20
0.0,7,0.9844899999999999,0.002455261804027384,0.010980264592728021,0.10210999999999999,0.01297,20
0.0,8,0.982985,0.0024668888887571915,0.011032262496399986,0.10221,0.014624999999999999,20
0.0,9,0.9813050000000001,0.0024811656322657792,0.011096110034365057,0.10225999999999999,0.016245000000000002,20
0.0,10,0.9794600000000001,0.0025012565263335786,0.011185959244093742,0.10232000000000001,0.017830000000000002,20
0.0,11,0.9774749999999999,0.002523582197049097,0.011285802678820093,0.10235000000000001,0.01934,20
0.0,12,0.9753149999999999,0.0025487899605808836,0.011398535224455705,0.102375,0.020825,20
0.0,13,0.97301,0.0025820626189968863,0.011547335076476399,0.10239000000000001,0.022255,20
0.0,14,0.97057,0.0026183371581376224,0.011709559747218684,0.10241,0.023655000000000002,20
0.0,15,0.9679800000000001,0.00265916092820748,0.011892129197166689,0.102405,0.025019999999999997,20
0.0,16,0.96526,0.002706856790487913,0.012105431577775765,0.10241,0.026334999999999997,20
0.0,17,0.962415,0.0027612952243086003,0.012348887654999132,0.10242500000000002,0.027610000000000003,20
0.0,18,0.9594150000000001,0.0028204355300108113,0.01261337114251961,0.10243500000000001,0.028865000000000002,20
0.0,19,0.9563050000000001,0.002886962298989972,0.012910887898041337,0.10243500000000001,0.030070000000000003,20
0.0,20,0.9530799999999999,0.0029556422402976282,0.01321803393295052,0.10244,0.031245000000000002,20
0.0,21,0.9497450000000001,0.0030380869586667594,0.013586737922268943,0.10244500000000001,0.032375,20
0.0,22,0.946275,0.0031227423423718656,0.013965328307520822,0.10244500000000001,0.03347,20
0.0,23,0.9427099999999999,0.0032172880047119145,0.014388149363460988,0.10244500000000001,0.034570000000000004,20
0.0,24,0.93903,0.003315800292380011,0.014828709707150771,0.10244500000000001,0.0356,20
0.0,25,0.935225,0.00341899396560481,0.015290205843507832,0.10244500000000001,0.03661,20
0.0,26,0.9313499999999999,0.0035295332925413675,0.015784552741942272,0.10244500000000001,0.03759,20
0.0,27,0.927375,0.003648661434438375,0.016317309988572212,0.10245,0.038545,20
0.0,28,0.923275,0.003775006971063623,0.016882344405667684,0.102455,0.03947,20
0.0,29,0.9191,0.003904059965026964,0.017459486940071507,0.10245,0.04037,20
0.0,30,0.9148350000000001,0.004042454146470408,0.018078404534867462,0.10245,0.041245,20
0.0,31,0.910495,0.004181421786652805,0.018699886715108582,0.10245,0.042085,20
0.0,32,0.906045,0.004327996224096025,0.01935538752688226,0.10245,0.04292,20
0.0,33,0.901535,0.004483069173069529,0.020048894837634466,0.10245,0.043715,20
0.0,34,0.8969250000000001,0.004639741797489209,0.02074955611446586,0.10245,0.044495,20
0.0,35,0.892245,0.004798856634657885,0.02146113929874182,0.10245,0.04525,20
0.0,36,0.8875,0.0049687126364037085,0.022220758431321787,0.10245,0.045985,20
0.0,37,0.88268,0.005140620482720778,0.022989553691782887,0.10245,0.046695,20
0.0,38,0.87776,0.0053208695371695525,0.0237956519690379,0.10245,0.04739,20
0.0,39,0.8728,0.005501310848573421,0.024602610045534445,0.10245,0.048049999999999995,20
0.0,40,0.86776,0.005687731024804731,0.02543630641839584,0.10245,0.048709999999999996,20
0.0,41,0.862665,0.005876529028351057,0.026280636758287516,0.10245,0.04934,20
0.0,42,0.85749,0.006070124857815831,0.027146423627974883,0.10245,0.049955,20
0.0,43,0.852265,0.006270747772919823,0.028043636580008274,0.10245,0.05054499999999999,20
0.0,44,0.84698,0.006471376653346152,0.028940876209774195,0.10245,0.051135,20
0.0,45,0.84163,0.006678177737582076,0.029865718774118557,0.10245,0.0517,20
0.0,46,0.83622,0.006885276434461243,0.03079189230266545,0.10245,0.052239999999999995,20
0.0,47,0.8307650000000001,0.007099485804212195,0.03174986572702646,0.10245,0.052770000000000004,20
0.0,48,0.825255,0.007315727380463487,0.03271692745514564,0.10245,0.053290000000000004,20
0.0,49,0.8196899999999999,0.007539171041964761,0.033716197887662246,0.10245,0.053779999999999994,20
0.0,50,0.8140750000000001,0.0077573356623874,0.03469185973076318,0.10245,0.054279999999999995,20
0.0,51,0.8084149999999999,0.00798254436089673,0.035699023648745415,0.10245,0.05474,20
0.0,52,0.80271,0.008214902696672036,0.036738161716610006,0.10245,0.055200000000000006,20
0.0,53,0.79694,0.008448486005757106,0.03778277803165714,0.10245,0.055654999999999996,20
0.0,54,0.79116,0.008681669739956951,0.038825607393493326,0.10245,0.05608,20
0.0,55,0.785295,0.00891739127241051,0.0398797861341465,0.10245,0.056495,20
0.0,56,0.77941,0.009160239884241137,0.040965838142735966,0.10245,0.056894999999999994,20
0.0,57,0.77348,0.009407028727163761,0.04206951140046298,0.10245,0.0573,20
0.0,58,0.7675099999999999,0.009648495655854988,0.04314938433420635,0.10245,0.057679999999999995,20
0.0,59,0.76151,0.009897628370898812,0.044263539706720506,0.10245,0.058065,20
0.0,60,0.75545,0.010147261751459434,0.04537993412349375,0.10245,0.05843,20
0.0,61,0.749375,0.010402216046795532,0.04652012439454788,0.10245,0.05878,20
0.0,62,0.743255,0.010658639873237506,0.047666886608497605,0.10245,0.059120000000000006,20
0.0,63,0.73711,0.010913431849644828,0.04880635096723422,0.10245,0.059465000000000004,20
0.0,64,0.730925,0.011177123900369474,0.04998561766832747,0.10245,0.059775,20
0.0,65,0.724695,0.011438987982012727,0.05115670944316721,0.10245,0.060094999999999996,20
0.0,66,0.718435,0.01170415642545754,0.05234257877322802,0.10245,0.060419999999999995,20
0.0,67,0.7121649999999999,0.011968208490567175,0.0535234555075967,0.10245,0.060704999999999995,20
0.0,68,0.70586,0.012237574579096437,0.05472809727716601,0.10245,0.060985,20
0.0,69,0.69952,0.012510041440463146,0.05594660612442999,0.10245,0.061265,20
0.0,70,0.6931499999999999,0.01278228523345781,0.05716411737960686,0.10245,0.061529999999999994,20
0.0,71,0.68675,0.013055483824613199,0.058385898621968094,0.10245,0.0618,20
0.0,72,0.68033,0.01333106206532224,0.05961832198065855,0.10245,0.06205499999999999,20
0.0,73,0.673895,0.013607469842932438,0.060854455141150635,0.10245,0.062295,20
0.0,74,0.66742,0.01388916957845023,0.06211425465687363,0.10245,0.06255,20
0.0,75,0.66091,0.014170029342910598,0.06337029770782955,0.10245,0.062795,20
0.0,76,0.654395,0.014453862122739303,0.06463963648770898,0.10245,0.063025,20
0.0,77,0.64785,0.014738182598807409,0.06591115631147577,0.10245,0.06323,20
0.0,78,0.64128,0.015024298915248481,0.06719070737754392,0.10245,0.063455,20
0.0,79,0.6346849999999999,0.015313817762846868,0.06848547502553869,0.10245,0.06367,20
0.0,80,0.62808,0.015601227347130165,0.0697708097612235,0.10245,0.06386,20
0.0,81,0.621455,0.015892004734258173,0.0710712057690995,0.10245,0.06406999999999999,20
0.0,82,0.6148049999999999,0.01618484098258549,0.07238080928417129,0.10245,0.06425,20
0.0,83,0.60813,0.016480015169895928,0.07370086838023007,0.10245,0.06444,20
0.0,84,0.60144,0.016773442982097746,0.07501311744937472,0.10245,0.06462,20
0.0,85,0.59474,0.017071172068416206,0.07634460240114865,0.10245,0.064795,20
0.0,86,0.588025,0.017363220164292224,0.07765068119130497,0.10245,0.064975,20
0.0,87,0.581285,0.0176643951659531,0.07899757674497963,0.10245,0.06512,20
0.0,88,0.57453,0.01796610126702068,0.08034684744740668,0.10245,0.06529,20
0.0,89,0.56773,0.018267074348760886,0.08169283998774408,0.10245,0.06545,20
0.0,90,0.56096,0.018569606463534064,0.08304580473576328,0.10245,0.06559000000000001,20
0.0,91,0.554145,0.01887425910013284,0.08440825274568207,0.10245,0.065745,20
0.0,92,0.547345,0.019177418841466978,0.08576402432501085,0.10245,0.065905,20
0.0,93,0.5404950000000001,0.01948537167237326,0.08714123125255074,0.10245,0.066035,20
0.0,94,0.533655,0.019795111670627964,0.08852643063544714,0.10245,0.06616999999999999,20
0.0,95,0.52679,0.02009941855665953,0.08988733240182284,0.10245,0.06631000000000001,20
0.0,96,0.5199149999999999,0.02040828040797476,0.0912686045922174,0.10245,0.066435,20
0.0,97,0.5130250000000001,0.020715549556336962,0.09264275399847013,0.10245,0.06656,20
0.0,98,0.506125,0.021029297702065686,0.09404587836179801,0.10245,0.066685,20
0.0,99,0.499205,0.021342900304809856,0.09544835183711164,0.10245,0.06679500000000001,20
0.0,100,0.49228500000000003,0.021656855332543936,0.09685240140489412,0.10245,0.0669,20
0.3,0,0.991295,0.002693427429092804,0.012045373647828005,0.10232,0.0,20
0.3,1,0.9910650000000001,0.0026914511347089953,0.012036535390656525,0.11316,0.002275,20
0.3,2,0.9905849999999999,0.0026865872991193598,0.012014783656636904,0.120465,0.004605,20
0.3,3,0.989875,0.0026804052619745894,0.011987136746046607,0.125495,0.00698,20
0.3,4,0.9889150000000001,0.0026743152099379104,0.011959901205365562,0.129145,0.00936,20
0.3,5,0.9877,0.0026634959219634215,0.011911515878607367,0.13167500000000001,0.011725,20
0.3,6,0.9862249999999999,0.002653625870984435,0.011867375668746566,0.133365,0.01404,20
0.3,7,0.9845649999999999,0.002640556908963276,0.011808929493797225,0.13469,0.016335,20
0.3,8,0.98264,0.0026309433969385855,0.01176593656101779,0.13555,0.018564999999999998,20
0.3,9,0.98051,0.002622763709083267,0.01172935588485935,0.136245,0.020755,20
0.3,10,0.97814,0.002613511451144447,0.01168797852946622,0.13663,0.02288,20
0.3,11,0.97557,0.0026015390181886376,0.011634436181575692,0.13708,0.024954999999999998,20
0.3,12,0.972785,0.002599172692263929,0.011623853650326584,0.13733,0.026975,20
0.3,13,0.9698,0.002598238269532483,0.011619674784832099,0.137415,0.02894,20
0.3,14,0.96661,0.002597568701284863,0.011616680384597605,0.13775500000000002,0.03086,20
0.3,15,0.963245,0.00260501010201092,0.011649959340340174,0.13777999999999999,0.03272,20
0.3,16,0.95967,0.0026188999297615903,0.011712076538432708,0.137635,0.034515000000000004,20
0.3,17,0.9559300000000001,0.0026417806992931683,0.011814402450532913,0.137785,0.03629,20
0.3,18,0.9520099999999999,0.0026728646174391042,0.011953413958495626,0.13792500000000002,0.037989999999999996,20
0.3,19,0.947925,0.0027087565121481968,0.01211392739131719,0.13784000000000002,0.039639999999999995,20
0.3,20,0.94366,0.002757548491724219,0.012332131757494745,0.138045,0.04124,20
0.3,21,0.9392400000000001,0.0028141596857396154,0.012585304713706466,0.1379,0.0428,20
0.3,22,0.93467,0.0028869041877890036,0.012910628016850055,0.13786,0.044315,20
0.3,23,0.92996,0.002970968298649269,0.013286574149553325,0.13787,0.045785,20
0.3,24,0.92508,0.0030617040318991254,0.013692356684623272,0.137815,0.04722,20
0.3,25,0.920055,0.003162231681981306,0.014141930003027391,0.13792,0.048604999999999995,20
0.3,26,0.9149200000000001,0.003275624488471424,0.01464903804997015,0.13798,0.049955,20
0.3,27,0.909615,0.0034036224897352483,0.015221462513590186,0.137845,0.05125999999999999,20
0.3,28,0.9042049999999999,0.003534458009518944,0.015806576745805916,0.13748,0.05252,20
0.3,29,0.898635,0.0036841500840906673,0.016476020054676598,0.13762000000000002,0.053759999999999995,20
0.3,30,0.8929750000000001,0.0038400512263578766,0.017173231158435283,0.13752,0.05494,20
0.3,31,0.8871800000000001,0.0040072933508791195,0.017921160676697242,0.137565,0.056105,20
0.3,32,0.8812749999999999,0.004184771106109187,0.018714865327074285,0.137595,0.05722000000000001,20
0.3,33,0.87525,0.004370532305289478,0.019545614664972275,0.137795,0.058320000000000004,20
0.3,34,0.869135,0.004567264959527344,0.020425429841511935,0.137865,0.059385,20
0.3,35,0.86288,0.0047699751737189065,0.021331977478843696,0.13806000000000002,0.06042499999999999,20
0.3,36,0.8565400000000001,0.004983601530071032,0.02228734358802159,0.137985,0.061435,20
0.3,37,0.8501,0.005199453412568835,0.02325266255269433,0.13801000000000002,0.062405,20
0.3,38,0.8435599999999999,0.005427747424601033,0.024273624412214652,0.138015,0.06337000000000001,20
0.3,39,0.8369099999999999,0.005662168544963929,0.02532198753320085,0.13804,0.064295,20
0.3,40,0.83019,0.005903811881898179,0.02640264938859058,0.138125,0.06517999999999999,20
0.3,41,0.82337,0.006148098122697443,0.02749513066938065,0.13814500000000002,0.06606,20
0.3,42,0.816455,0.006402135642851819,0.02863122099718197,0.13808499999999999,0.066915,20
0.3,43,0.809455,0.006662659003731168,0.029796316886487834,0.13796999999999998,0.06773,20
0.3,44,0.8023899999999999,0.006924791085581382,0.030968607194689055,0.138065,0.06854,20
0.3,45,0.7952250000000001,0.007198113331027496,0.03219094143584985,0.137805,0.0693,20
0.3,46,0.787995,0.007475061960665578,0.03342949336014219,0.13769499999999998,0.070055,20
0.3,47,0.780685,0.007758510692001056,0.03469711462294661,0.13772,0.070785,20
0.3,48,0.773295,0.008046619018667342,0.03598557422956565,0.13781000000000002,0.071475,20
0.3,49,0.765845,0.008339561628640605,0.03729565340837849,0.13776,0.07217,20
0.3,50,0.758335,0.008635606445653402,0.03861960607883269,0.13793,0.07284500000000001,20
0.3,51,0.7507349999999999,0.008935574304872337,0.03996110312738998,0.13768,0.07348,20
0.3,52,0.74309,0.009242735127200115,0.041334768084889256,0.13765,0.074105,20
0.3,53,0.73537,0.009554158918061753,0.04272749761724386,0.137675,0.074715,20
0.3,54,0.7275750000000001,0.009869554127933564,0.0441379878753462,0.137585,0.0753,20
0.3,55,0.7197549999999999,0.01018801275751893,0.04556217816289483,0.13755,0.075865,20
0.3,56,0.7118599999999999,0.010512850282042047,0.047014895735847724,0.137605,0.07643,20
0.3,57,0.7039150000000001,0.010838652263761248,0.048471926492504244,0.137675,0.07697,20
0.3,58,0.69591,0.011171643850203491,0.04996111013894497,0.137695,0.0775,20
0.3,59,0.687855,0.011507129311865755,0.051461446734424425,0.137735,0.07801,20
0.3,60,0.6797500000000001,0.011846697296804086,0.05298004092903388,0.13765,0.07851,20
0.3,61,0.671585,0.012188284441691493,0.05450766508145049,0.13787,0.07899500000000001,20
0.3,62,0.66338,0.012533963543319534,0.056053589020733215,0.13782,0.07947,20
0.3,63,0.6551400000000001,0.0128819792529597,0.057609962588719706,0.137785,0.079915,20
0.3,64,0.646825,0.01323535710253331,0.05919031637549828,0.13787,0.08036499999999999,20
0.3,65,0.638485,0.013588782670779757,0.06077088356666937,0.13776,0.08079499999999999,20
0.3,66,0.63009,0.013945972631250173,0.06236828563165399,0.13776,0.081205,20
0.3,67,0.621655,0.014312183758859736,0.06400603158255766,0.13784000000000002,0.08161500000000001,20
0.3,68,0.6131949999999999,0.014677014745584515,0.06563760535578751,0.137855,0.08201,20
0.3,69,0.604665,0.015045262018673069,0.06728445722609737,0.13776,0.08241000000000001,20
0.3,70,0.59612,0.015414741065138366,0.0689368177544138,0.13783499999999999,0.082785,20
0.3,71,0.587535,0.015788683947355258,0.07060914116309215,0.137615,0.08313000000000001,20
0.3,72,0.5789150000000001,0.016164492072050035,0.07228980618972063,0.13766499999999998,0.083485,20
0.3,73,0.5702499999999999,0.01654233404902324,0.0739795668802506,0.137805,0.08381999999999999,20
0.3,74,0.561575,0.0169261163434996,0.07569589347827056,0.137775,0.08415500000000001,20
0.3,75,0.552845,0.017308659948434085,0.07740668048825323,0.13779,0.084485,20
0.3,76,0.54408,0.01769562776804663,0.0791372531877703,0.13786,0.08479,20
0.3,77,0.535285,0.01808488941077606,0.08087808417612276,0.13779,0.0851,20
0.3,78,0.526465,0.0184775258582448,0.08263400775009105,0.13772,0.0854,20
0.3,79,0.5176149999999999,0.018868254144824428,0.08438139776913917,0.13794,0.08568,20
0.3,80,0.5087349999999999,0.01926087973478612,0.08613727278685979,0.13783,0.08597,20
0.3,81,0.49983000000000005,0.019661486665426317,0.08792884144519783,0.137825,0.08625000000000001,20
0.3,82,0.49089,0.02006006624851316,0.08971134352964923,0.13766,0.086505,20
0.3,83,0.48191500000000004,0.020459734878922293,0.09149871598178735,0.13794,0.086755,20
0.3,84,0.472935,0.020864918019186378,0.093310750071722,0.13789,0.08701,20
0.3,85,0.46392500000000003,0.021272846387379675,0.09513506119418356,0.13788499999999998,0.08724499999999999,20
0.3,86,0.45488,0.021679499897125705,0.09695367097634557,0.137735,0.08748,20
0.3,87,0.44582,0.022089612467116035,0.0987877501461966,0.137735,0.0877,20
0.3,88,0.436735,0.022500002660818554,0.10062307088703286,0.1377,0.08793500000000001,20
0.3,89,0.42763999999999996,0.02291321659516276,0.10247101977992043,0.137845,0.08816,20
0.3,90,0.41850000000000004,0.023329605090618454,0.10433316574169603,0.13792500000000002,0.08837500000000001,20
0.3,91,0.40935499999999997,0.023745087552896848,0.10619125979992299,0.138075,0.08857,20
0.3,92,0.40016999999999997,0.02416152999250973,0.1080536470073035,0.13805,0.08876,20
0.3,93,0.390985,0.024584803045570116,0.10994658164667725,0.137955,0.08897000000000001,20
0.3,94,0.38176,0.025001555109527424,0.11181035353622104,0.13791,0.08915999999999999,20
0.3,95,0.372545,0.02542693502960984,0.11371271037135647,0.13799,0.089335,20
0.3,96,0.36328499999999997,0.025852962036343758,0.11561796106597205,0.13787,0.08952,20
0.3,97,0.354025,0.026279733911774756,0.11752654291466966,0.137605,0.08969,20
0.3,98,0.34474499999999997,0.02670805760045971,0.11944206468321567,0.13774,0.08986,20
0.3,99,0.335455,0.027133914955079254,0.12134655667051074,0.13772,0.09001,20
0.3,100,0.32620499999999997,0.027517377739013922,0.12306145437394919,0.1378,0.09016500000000001,20
0.65,0,0.9936999999999999,0.0018410380367150406,0.008233372398515171,0.095305,0.0,20
0.65,1,0.99346,0.0018389127222356182,0.008223867703216044,0.12032000000000001,0.0024149999999999996,20
0.65,2,0.992915,0.0018347131569869557,0.008205086676472156,0.13805499999999998,0.005095000000000001,20
0.65,3,0.9921049999999999,0.0018284516745913206,0.008177084475919036,0.150095,0.007955,20
0.65,4,0.99096,0.001821543590648212,0.008146190585336933,0.15865,0.01091,20
0.65,5,0.9895400000000001,0.0018128111348197052,0.008107137855650802,0.16458,0.013874999999999998,20
0.65,6,0.9878,0.001802001810852529,0.00805879708928795,0.169055,0.01686,20
0.65,7,0.9857699999999999,0.0017910905234403704,0.008010000328536698,0.171935,0.0198,20
0.65,8,0.9834099999999999,0.0017777114205452024,0.007950167161433581,0.17444500000000002,0.022735,20
0.65,9,0.98078,0.0017702007022696036,0.007916578208185384,0.17568,0.025585000000000004,20
0.65,10,0.977845,0.0017661655611730387,0.00789853250860396,0.17641,0.02837,20
0.65,11,0.974625,0.0017647256384343045,0.00789209297835164,0.176975,0.031085,20
0.65,12,0.97116,0.001767743134472226,0.007905587630876896,0.177945,0.033755,20
0.65,13,0.9674099999999999,0.0017851418932251205,0.007983397245468073,0.177975,0.03634,20
0.65,14,0.96341,0.0018161251405990153,0.008121958540051512,0.17819000000000002,0.038845000000000005,20
0.65,15,0.95914,0.0018602405051073667,0.00831924844783723,0.17806,0.041265,20
0.65,16,0.954645,0.0019174746961893184,0.008575207531630139,0.178435,0.04365,20
0.65,17,0.9499000000000001,0.0019916007843467326,0.008906709475682381,0.178235,0.045950000000000005,20
0.65,18,0.9449249999999999,0.002079079692657561,0.009297927046843348,0.17853,0.04819,20
0.65,19,0.9397449999999999,0.0021887688801073336,0.009788472005912166,0.178525,0.050375,20
0.65,20,0.9343199999999999,0.002312399073188755,0.010341363037515145,0.17887,0.05249,20
0.65,21,0.9287050000000001,0.0024581922647600872,0.010993370011535431,0.178915,0.05455,20
0.65,22,0.922865,0.002616016205888963,0.011699180133217621,0.17905500000000002,0.05655,20
0.65,23,0.91683,0.00279030369975064,0.012478617501023184,0.179,0.058495,20
0.65,24,0.910595,0.0029790008480414317,0.013322496802500321,0.178915,0.060375,20
0.65,25,0.9041750000000001,0.0031845918105779265,0.014241927538082757,0.179005,0.0622,20
0.65,26,0.8975899999999999,0.0034030783278177945,0.01521902894751382,0.179325,0.06399,20
0.65,27,0.8908099999999999,0.0036332159163386985,0.01624823553173504,0.17885,0.06573,20
0.65,28,0.8838649999999999,0.0038754441171642714,0.017331512977961937,0.17904,0.06739,20
0.65,29,0.8767400000000001,0.0041254116222059056,0.01844940164484017,0.179305,0.06904,20
0.65,30,0.869455,0.004392825939738805,0.019645314829160734,0.179085,0.07060999999999999,20
0.65,31,0.8620150000000001,0.004667340474538277,0.020872981150407414,0.17909,0.072165,20
0.65,32,0.85441,0.004952303557569527,0.022147374799879015,0.178655,0.073645,20
0.65,33,0.8466799999999999,0.005247032243889971,0.023465441554942443,0.17871,0.075085,20
0.65,34,0.83879,0.005551300938092187,0.024826172522264968,0.17867,0.07649,20
0.65,35,0.8307650000000001,0.005864066646242942,0.026224903291176854,0.179045,0.077855,20
0.65,36,0.82258,0.00618533324635149,0.02766165120466276,0.17861500000000002,0.07918,20
0.65,37,0.8142949999999999,0.006514701895672105,0.02913463258373916,0.17851,0.080455,20
0.65,38,0.805855,0.006854355031272953,0.03065360758368803,0.178385,0.081685,20
0.65,39,0.797315,0.007201890376838569,0.03220783289822525,0.17887,0.08288999999999999,20
0.65,40,0.788645,0.007553979345177509,0.033782422632892516,0.17863,0.08409,20
0.65,41,0.7798499999999999,0.00791075051333377,0.035377951801711355,0.1786,0.085225,20
0.65,42,0.77094,0.008280091532674845,0.03702969505396273,0.1789,0.086345,20
0.65,43,0.7619100000000001,0.008654992170631015,0.03870630167651883,0.1789,0.087425,20
0.65,44,0.7528,0.009035427348411418,0.04040765951361721,0.17899,0.088475,20
0.65,45,0.74356,0.009425548706629901,0.04215233526651936,0.179225,0.089515,20
0.65,46,0.734235,0.009824366257852006,0.04393590157682462,0.17915,0.09048500000000001,20
