D,radius,num_mean,num_std,analytical,residual_mean,residual_std
0.5,0,9.49553133e+00,1.04808755e+00,7.99439972e+00,1.50113161e+00,1.65690289e-01
0.5,1,5.66007603e+00,6.24741793e-01,5.53744665e+00,1.22629383e-01,1.35354551e-02
0.5,2,1.95523319e+00,2.15812628e-01,2.15094185e+00,-1.95708659e-01,2.16017197e-02
0.5,3,5.36510644e-01,5.92183957e-02,5.54999429e-01,-1.84887842e-02,2.04073508e-03
0.5,4,1.19775013e-01,1.32203977e-02,9.51719925e-02,2.46030204e-02,2.71560581e-03
0.5,5,1.72737423e-02,1.90662257e-03,8.76265269e-03,8.51108966e-03,9.39427908e-04
0.5,6,2.49579073e-03,2.75477708e-04,4.46942518e-04,2.04884822e-03,2.26145567e-04
0.5,7,2.78223414e-04,3.07094451e-05,1.69825017e-05,2.61240912e-04,2.88349687e-05
0.5,8,2.82269766e-05,3.11560692e-06,3.46873169e-07,2.78801035e-05,3.07732012e-06
0.5,9,2.78283724e-06,3.07161020e-07,4.18119774e-09,2.77865604e-06,3.06699512e-07
0.5,10,2.22262530e-07,2.45326548e-08,3.97937757e-11,2.22222736e-07,2.45282625e-08
0.5,11,1.98819538e-08,2.19450895e-09,1.71438647e-13,1.98817823e-08,2.19449002e-09
0.5,12,1.26878733e-09,1.40044845e-10,6.47768975e-16,1.26878669e-09,1.40044774e-10
0.5,13,8.00188098e-11,8.83223023e-12,1.14725130e-18,8.00188086e-11,8.83223010e-12
0.5,14,5.42078371e-12,5.98329442e-13,8.91847430e-22,5.42078371e-12,5.98329441e-13
0.5,15,3.09940583e-13,3.42102887e-14,7.70416640e-25,3.09940583e-13,3.42102887e-14
0.5,16,1.80131854e-14,1.98824002e-15,2.76453821e-28,1.80131854e-14,1.98824002e-15
0.5,17,8.12699608e-16,8.97032843e-17,9.78043890e-32,8.12699607e-16,8.97032843e-17
0.5,18,4.01772386e-17,4.43464009e-18,1.21644638e-35,4.01772386e-17,4.43464009e-18
0.5,19,1.92709433e-18,2.12706747e-19,8.33852746e-40,1.92709433e-18,2.12706747e-19
0.5,20,8.50368385e-20,9.38610482e-21,6.20692533e-44,8.50368385e-20,9.38610482e-21
0.5,21,3.16308736e-21,3.49131859e-22,1.86737473e-48,3.16308736e-21,3.49131859e-22
0.5,22,1.37324195e-22,1.51574225e-23,3.85994997e-53,1.37324195e-22,1.51574225e-23
0.5,23,5.20473069e-24,5.74482174e-25,5.07439227e-58,5.20473069e-24,5.74482174e-25
0.5,24,1.78261001e-25,1.96759013e-26,4.13515261e-63,1.78261001e-25,1.96759013e-26
0.5,25,5.72591778e-27,6.32009202e-28,2.47468912e-68,5.72591778e-27,6.32009202e-28
0.5,26,1.85373622e-28,2.04609704e-29,4.87724996e-74,1.85373622e-28,2.04609704e-29
0.5,27,6.46622824e-30,7.13722395e-31,7.49282765e-80,6.46622824e-30,7.13722395e-31
0.5,28,1.96730776e-31,2.17145383e-32,8.10126771e-86,1.96730776e-31,2.17145383e-32
0.5,29,5.15045759e-33,5.68491676e-34,6.43549165e-92,5.15045759e-33,5.68491676e-34
0.5,30,1.51262684e-34,1.66959100e-35,2.72284594e-98,1.51262684e-34,1.66959100e-35
0.5,31,3.78278096e-36,4.17531735e-37,5.11017291e-105,3.78278096e-36,4.17531735e-37
0.5,32,1.04834969e-37,1.15713616e-38,7.28839260e-112,1.04834969e-37,1.15713616e-38
0.5,33,2.58926953e-39,2.85795612e-40,5.22763880e-119,2.58926953e-39,2.85795612e-40
0.5,34,5.85484453e-41,6.46239741e-42,3.57687122e-126,5.85484453e-41,6.46239741e-42
0.5,35,1.53610080e-42,1.69550085e-43,9.11715361e-134,1.53610080e-42,1.69550085e-43
0.5,36,3.18557893e-44,3.51614409e-45,1.62096160e-141,3.18557893e-44,3.51614409e-45
0.5,37,7.25125285e-46,8.00371000e-47,2.51356954e-149,7.25125285e-46,8.00371000e-47
0.5,38,1.39816203e-47,1.54324827e-48,1.67795152e-157,1.39816203e-47,1.54324827e-48
0.5,39,3.02591563e-49,3.33991263e-50,6.81380689e-166,3.02591563e-49,3.33991263e-50
0.5,40,6.46006505e-51,7.13042122e-52,1.78930696e-174,6.46006505e-51,7.13042122e-52
0.5,41,1.10408777e-52,1.21865814e-53,3.11804179e-183,1.10408777e-52,1.21865814e-53
0.5,42,2.17376528e-54,2.39933528e-55,2.59480020e-192,2.17376528e-54,2.39933528e-55
0.5,43,3.69592708e-56,4.07945069e-57,1.55852542e-201,3.69592708e-56,4.07945069e-57
0.5,44,6.94664160e-58,7.66748945e-59,4.51985349e-211,6.94664160e-58,7.66748945e-59
0.5,45,1.23355365e-59,1.36155860e-60,9.34474494e-221,1.23355365e-59,1.36155860e-60
0.5,46,1.92818691e-61,2.12827344e-62,1.38070147e-230,1.92818691e-61,2.12827344e-62
0.5,47,3.23317679e-63,3.56868115e-64,1.38911342e-240,3.23317679e-63,3.56868115e-64
0.5,48,4.86927778e-65,5.37455912e-66,5.52056540e-251,4.86927778e-65,5.37455912e-66
0.5,49,7.82631423e-67,8.63844505e-68,1.50993885e-261,7.82631423e-67,8.63844505e-68
0.5,50,1.07961737e-68,1.19164847e-69,3.32327702e-272,1.07961737e-68,1.19164847e-69
0.5,51,1.66250542e-70,1.83502238e-71,2.71784028e-283,1.66250542e-70,1.83502238e-71
0.5,52,2.49758795e-72,2.75676079e-73,1.92575032e-294,2.49758795e-72,2.75676079e-73
0.5,53,3.19369283e-74,3.52509997e-75,7.99064046e-306,3.19369283e-74,3.52509997e-75
0.5,54,4.66043184e-76,5.14404140e-77,1.23732170e-317,4.66043184e-76,5.14404140e-77
0.5,55,5.38238616e-78,5.94091237e-79,0.00000000e+00,5.38238616e-78,5.94091237e-79
0.5,56,7.69113898e-80,8.48924277e-81,0.00000000e+00,7.69113898e-80,8.48924277e-81
0.5,57,9.37444300e-82,1.03472220e-82,0.00000000e+00,9.37444300e-82,1.03472220e-82
0.5,58,1.15417173e-83,1.27393928e-84,0.00000000e+00,1.15417173e-83,1.27393928e-84
0.5,59,1.38733219e-85,1.53129462e-86,0.00000000e+00,1.38733219e-85,1.53129462e-86
0.5,60,1.54537659e-87,1.70573918e-88,0.00000000e+00,1.54537659e-87,1.70573918e-88
0.5,61,1.80931860e-89,1.99707025e-90,0.00000000e+00,1.80931860e-89,1.99707025e-90
0.5,62,2.02728927e-91,2.23765958e-92,0.00000000e+00,2.02728927e-91,2.23765958e-92
0.5,63,2.19743383e-93,2.42545992e-94,0.00000000e+00,2.19743383e-93,2.42545992e-94
0.5,64,2.44863208e-95,2.70272482e-96,0.00000000e+00,2.44863208e-95,2.70272482e-96
0.5,65,2.32348127e-97,2.56458720e-98,0.00000000e+00,2.32348127e-97,2.56458720e-98
0.5,66,2.59177903e-99,2.86072602e-100,0.00000000e+00,2.59177903e-99,2.86072602e-100
0.5,67,2.46927960e-101,2.72551492e-102,0.00000000e+00,2.46927960e-101,2.72551492e-102
0.5,68,2.28765968e-103,2.52504844e-104,0.00000000e+00,2.28765968e-103,2.52504844e-104
0.5,69,2.40112667e-105,2.65028981e-106,0.00000000e+00,2.40112667e-105,2.65028981e-106
0.5,70,2.10697775e-107,2.32561728e-108,0.00000000e+00,2.10697775e-107,2.32561728e-108
0.5,71,2.03909750e-109,2.25069313e-110,0.00000000e+00,2.03909750e-109,2.25069313e-110
0.5,72,1.64497354e-111,1.81567122e-112,0.00000000e+00,1.64497354e-111,1.81567122e-112
0.5,73,1.50672068e-113,1.66307196e-114,0.00000000e+00,1.50672068e-113,1.66307196e-114
0.5,74,1.30578121e-115,1.44128116e-116,0.00000000e+00,1.30578121e-115,1.44128116e-116
0.5,75,1.07983773e-117,1.19189169e-118,0.00000000e+00,1.07983773e-117,1.19189169e-118
0.5,76,8.89386306e-120,9.81677268e-121,0.00000000e+00,8.89386306e-120,9.81677268e-121
0.5,77,6.99926946e-122,7.72557845e-123,0.00000000e+00,6.99926946e-122,7.72557845e-123
0.5,78,5.80779898e-124,6.41046996e-125,0.00000000e+00,5.80779898e-124,6.41046996e-125
0.5,79,4.34655348e-126,4.79759211e-127,0.00000000e+00,4.34655348e-126,4.79759211e-127
0.5,80,3.16661977e-128,3.49521756e-129,0.00000000e+00,3.16661977e-128,3.49521756e-129
0.5,81,2.46379368e-130,2.71945972e-131,0.00000000e+00,2.46379368e-130,2.71945972e-131
0.5,82,1.68431426e-132,1.85909430e-133,0.00000000e+00,1.68431426e-132,1.85909430e-133
0.5,83,1.28600696e-134,1.41945495e-135,0.00000000e+00,1.28600696e-134,1.41945495e-135
0.5,84,8.50548661e-137,9.38809461e-138,0.00000000e+00,8.50548661e-137,9.38809461e-138
0.5,85,5.73333655e-139,6.32828063e-140,0.00000000e+00,5.73333655e-139,6.32828063e-140
0.5,86,3.90009207e-141,4.30480172e-142,0.00000000e+00,3.90009207e-141,4.30480172e-142
0.5,87,2.54336100e-143,2.80728369e-144,0.00000000e+00,2.54336100e-143,2.80728369e-144
0.5,88,1.73740315e-145,1.91769219e-146,0.00000000e+00,1.73740315e-145,1.91769219e-146
0.5,89,9.64270664e-148,1.06433231e-148,0.00000000e+00,9.64270664e-148,1.06433231e-148
0.5,90,6.52804465e-150,7.20545500e-151,0.00000000e+00,6.52804465e-150,7.20545500e-151
1.0,0,4.27884390e+00,4.72285636e-01,3.99719986e+00,2.81644041e-01,3.10870035e-02
1.0,1,3.45241526e+00,3.81066983e-01,3.32026944e+00,1.32145825e-01,1.45858496e-02
1.0,2,2.01735661e+00,2.22669621e-01,2.04350143e+00,-2.61448265e-02,2.88578534e-03
1.0,3,9.85906621e-01,1.08821341e-01,1.03246506e+00,-4.65584392e-02,5.13897747e-03
1.0,4,4.11447960e-01,4.54143609e-02,4.28879853e-01,-1.74318927e-02,1.92407878e-03
1.0,5,1.24151182e-01,1.37034259e-02,1.23713942e-01,4.37240010e-04,4.82612448e-05
1.0,6,3.41312989e-02,3.76730784e-03,2.81126449e-02,6.01865401e-03,6.64320525e-04
1.0,7,8.02375903e-03,8.85637856e-04,5.34153546e-03,2.68222357e-03,2.96055593e-04
1.0,8,1.62138642e-03,1.78963649e-04,7.28298035e-04,8.93088389e-04,9.85763503e-05
1.0,9,3.04529359e-04,3.36130145e-05,7.96888136e-05,2.24840545e-04,2.48172082e-05
1.0,10,5.03193780e-05,5.55409826e-06,7.42657958e-06,4.28927984e-05,4.73437524e-06
1.0,11,8.47311630e-06,9.35236534e-07,5.04735454e-07,7.96838084e-06,8.79525387e-07
1.0,12,1.12583538e-06,1.24266248e-07,3.03002668e-08,1.09553511e-06,1.20921798e-07
1.0,13,1.40695058e-07,1.55294880e-08,1.17143849e-09,1.39523619e-07,1.54001882e-08
1.0,14,1.72862829e-08,1.90800677e-09,3.26514894e-11,1.72536314e-08,1.90440280e-09
1.0,15,1.97953782e-09,2.18495300e-10,9.26122851e-13,1.97861170e-09,2.18393077e-10
1.0,16,2.27288040e-10,2.50873552e-11,1.83219440e-14,2.27269718e-10,2.50853329e-11
1.0,17,2.07132184e-11,2.28626136e-12,3.29267270e-16,2.07128892e-11,2.28622502e-12
1.0,18,2.01990356e-12,2.22950745e-13,3.41325887e-18,2.01990015e-12,2.22950368e-13
1.0,19,1.86668929e-13,2.06039425e-14,2.86269493e-20,1.86668901e-13,2.06039394e-14
1.0,20,1.65207558e-14,1.82351024e-15,2.40668623e-22,1.65207556e-14,1.82351022e-15
1.0,21,1.23349587e-15,1.36149483e-16,1.29575310e-24,1.23349587e-15,1.36149482e-16
1.0,22,1.06868188e-16,1.17957820e-17,5.65950016e-27,1.06868188e-16,1.17957820e-17
1.0,23,8.13948304e-18,8.98411116e-19,2.07567665e-29,8.13948304e-18,8.98411116e-19
1.0,24,5.60445386e-19,6.18602387e-20,6.25959605e-32,5.60445386e-19,6.18602387e-20
1.0,25,3.62450124e-20,4.00061304e-21,1.42705913e-34,3.62450124e-20,4.00061304e-21
1.0,26,2.33139999e-21,2.57332764e-22,1.85507457e-37,2.33139999e-21,2.57332764e-22
1.0,27,1.63432231e-22,1.80391473e-23,2.21538180e-40,1.63432231e-22,1.80391473e-23
1.0,28,1.00086616e-23,1.10472530e-24,2.41678640e-43,1.00086616e-23,1.10472530e-24
1.0,29,5.27565954e-25,5.82311082e-26,2.27283138e-46,5.27565954e-25,5.82311082e-26
1.0,30,3.12005016e-26,3.44381546e-27,1.38665591e-49,3.12005016e-26,3.44381546e-27
1.0,31,1.57164829e-27,1.73473707e-28,5.94148064e-53,1.57164829e-27,1.73473707e-28
1.0,32,8.77420903e-29,9.68470221e-30,2.08158585e-56,8.77420903e-29,9.68470221e-30
1.0,33,4.35397932e-30,4.80578853e-31,5.65421030e-60,4.35397932e-30,4.80578853e-31
1.0,34,1.98404485e-31,2.18992772e-32,1.47713572e-63,1.98404485e-31,2.18992772e-32
1.0,35,1.04915699e-32,1.15802723e-33,2.15971147e-67,1.04915699e-32,1.15802723e-33
1.0,36,4.38587945e-34,4.84099890e-35,3.24543881e-71,4.38587945e-34,4.84099890e-35
1.0,37,2.01271801e-35,2.22157627e-36,3.85348679e-75,2.01271801e-35,2.22157627e-36
1.0,38,7.82460200e-37,8.63655515e-38,3.16220814e-79,7.82460200e-37,8.63655515e-38
1.0,39,3.41473572e-38,3.76908030e-39,1.89142818e-83,3.41473572e-38,3.76908030e-39
1.0,40,1.47019376e-39,1.62275467e-40,9.25191398e-88,1.47019376e-39,1.62275467e-40
1.0,41,5.06788655e-41,5.59377738e-42,4.31450179e-92,5.06788655e-41,5.59377738e-42
1.0,42,2.01155667e-42,2.22029442e-43,1.19608277e-96,2.01155667e-42,2.22029442e-43
1.0,43,6.89910696e-44,7.61502217e-45,2.80328157e-101,6.89910696e-44,7.61502217e-45
1.0,44,2.61591941e-45,2.88737143e-46,4.43633327e-106,2.61591941e-45,2.88737143e-46
1.0,45,9.37171685e-47,1.03442129e-47,6.03934412e-111,9.37171685e-47,1.03442129e-47
1.0,46,2.95562923e-48,3.26233267e-49,8.69710297e-116,2.95562923e-48,3.26233267e-49
1.0,47,9.99991355e-50,1.10375972e-50,8.22613173e-121,9.99991355e-50,1.10375972e-50
1.0,48,3.03893897e-51,3.35428742e-52,5.29522803e-126,3.03893897e-51,3.35428742e-52
1.0,49,9.85663186e-53,1.08794473e-53,2.72840167e-131,9.85663186e-53,1.08794473e-53
1.0,50,2.74395898e-54,3.02869757e-55,1.17461866e-136,2.74395898e-54,3.02869757e-55
1.0,51,8.52705754e-56,9.41190396e-57,3.31011685e-142,8.52705754e-56,9.41190396e-57
1.0,52,2.58543260e-57,2.85372102e-58,8.14379569e-148,2.58543260e-57,2.85372102e-58
1.0,53,6.67267905e-59,7.36509801e-60,1.83097598e-153,6.67267905e-59,7.36509801e-60
1.0,54,1.96537429e-60,2.16931972e-61,2.32733376e-159,1.96537429e-60,2.16931972e-61
1.0,55,4.58165527e-62,5.05709023e-63,3.63590022e-165,4.58165527e-62,5.05709023e-63
1.0,56,1.32154583e-63,1.45868165e-64,2.66976855e-171,1.32154583e-63,1.45868165e-64
1.0,57,3.25159034e-65,3.58900546e-66,2.19205398e-177,3.25159034e-65,3.58900546e-66
1.0,58,8.08152960e-67,8.92014391e-68,1.25116891e-183,8.08152960e-67,8.92014391e-68
1.0,59,1.96105473e-68,2.16455193e-69,5.29617416e-190,1.96105473e-68,2.16455193e-69
1.0,60,4.41003832e-70,4.86766473e-71,2.03031884e-196,4.41003832e-70,4.86766473e-71
1.0,61,1.04239897e-71,1.15056793e-72,4.90721121e-203,1.04239897e-71,1.15056793e-72
1.0,62,2.35805824e-73,2.60275220e-74,8.07541532e-210,2.35805824e-73,2.60275220e-74
1.0,63,5.16045468e-75,5.69595124e-76,1.53021237e-216,5.16045468e-75,5.69595124e-76
1.0,64,1.16101944e-76,1.28149757e-77,2.00893502e-223,1.16101944e-76,1.28149757e-77
1.0,65,2.22437956e-78,2.45520177e-79,2.46285592e-230,2.22437956e-78,2.45520177e-79
1.0,66,5.00992211e-80,5.52979802e-81,1.25316045e-237,5.00992211e-80,5.52979802e-81
1.0,67,9.63775002e-82,1.06378521e-82,8.05528964e-245,9.63775002e-82,1.06378521e-82
1.0,68,1.80292599e-83,1.99001428e-84,5.65253516e-252,1.80292599e-83,1.99001428e-84
1.0,69,3.82112268e-85,4.21763774e-86,1.18857948e-259,3.82112268e-85,4.21763774e-86
1.0,70,6.77069528e-87,7.47328531e-88,4.91890529e-267,6.77069528e-87,7.47328531e-88
1.0,71,1.32317221e-88,1.46047681e-89,9.21812929e-275,1.32317221e-88,1.46047681e-89
1.0,72,2.15550829e-90,2.37918379e-91,1.92043323e-282,2.15550829e-90,2.37918379e-91
1.0,73,3.98696866e-92,4.40069345e-93,2.57485391e-290,3.98696866e-92,4.40069345e-93
1.0,74,6.97761005e-94,7.70167148e-95,1.98463319e-298,6.97761005e-94,7.70167148e-95
1.0,75,1.16527245e-95,1.28619191e-96,1.94248826e-306,1.16527245e-95,1.28619191e-96
1.0,76,1.93819898e-97,2.13932445e-98,1.07908190e-314,1.93819898e-97,2.13932445e-98
1.0,77,3.08038909e-99,3.40003878e-100,4.44659081e-323,3.08038909e-99,3.40003878e-100
1.0,78,5.16196617e-101,5.69761957e-102,0.00000000e+00,5.16196617e-101,5.69761957e-102
1.0,79,7.80198080e-103,8.61158657e-104,0.00000000e+00,7.80198080e-103,8.61158657e-104
1.0,80,1.14793525e-104,1.26705565e-105,0.00000000e+00,1.14793525e-104,1.26705565e-105
1.0,81,1.80381747e-106,1.99099828e-107,0.00000000e+00,1.80381747e-106,1.99099828e-107
1.0,82,2.49048040e-108,2.74891570e-109,0.00000000e+00,2.49048040e-108,2.74891570e-109
1.0,83,3.84043007e-110,4.23894863e-111,0.00000000e+00,3.84043007e-110,4.23894863e-111
1.0,84,5.12999421e-112,5.66232990e-113,0.00000000e+00,5.12999421e-112,5.66232990e-113
1.0,85,6.98410522e-114,7.70884065e-115,0.00000000e+00,6.98410522e-114,7.70884065e-115
1.0,86,9.59551148e-116,1.05912306e-116,0.00000000e+00,9.59551148e-116,1.05912306e-116
1.0,87,1.26384955e-117,1.39499828e-118,0.00000000e+00,1.26384955e-117,1.39499828e-118
1.0,88,1.74375754e-119,1.92470596e-120,0.00000000e+00,1.74375754e-119,1.92470596e-120
1.0,89,1.95472856e-121,2.15756930e-122,0.00000000e+00,1.95472856e-121,2.15756930e-122
1.0,90,2.67286111e-123,2.95022193e-124,0.00000000e+00,2.67286111e-123,2.95022193e-124
2.0,0,2.05568521e+00,2.26900214e-01,1.99859993e+00,5.70852775e-02,6.30089776e-03
2.0,1,1.86232067e+00,2.05557232e-01,1.82063456e+00,4.16861110e-02,4.60118530e-03
2.0,2,1.43709733e+00,1.58622386e-01,1.42328430e+00,1.38130305e-02,1.52463960e-03
2.0,3,1.00576617e+00,1.11013378e-01,1.01041230e+00,-4.64613020e-03,5.12826713e-04
2.0,4,6.41051564e-01,7.07573011e-02,6.51784411e-01,-1.07328462e-02,1.18465849e-03
2.0,5,3.35204213e-01,3.69988106e-02,3.44428670e-01,-9.22445690e-03,1.01816722e-03
2.0,6,1.61967327e-01,1.78774556e-02,1.64757653e-01,-2.79032610e-03,3.07987624e-04
2.0,7,7.09056035e-02,7.82634254e-03,7.10275406e-02,-1.21937180e-04,1.34590370e-05
2.0,8,2.70926124e-02,2.99039927e-03,2.58007804e-02,1.29183197e-03,1.42588448e-04
2.0,9,9.67465892e-03,1.06785911e-03,8.51925977e-03,1.15539914e-03,1.27529411e-04
2.0,10,3.18412057e-03,3.51453439e-04,2.55663009e-03,6.27490474e-04,6.92604684e-05
2.0,11,1.00039792e-03,1.10420847e-04,6.77426173e-04,3.22971750e-04,3.56486290e-05
2.0,12,2.77051433e-04,3.05800854e-05,1.62835742e-04,1.14215691e-04,1.26067769e-05
2.0,13,6.81345419e-05,7.52048128e-06,3.08901029e-05,3.72444390e-05,4.11092668e-06
2.0,14,1.56132083e-05,1.72333792e-06,5.17020152e-06,1.04430068e-05,1.15266697e-06
2.0,15,3.57508178e-06,3.94606536e-07,8.57564405e-07,2.71751737e-06,2.99951212e-07
2.0,16,7.88257654e-07,8.70054567e-08,1.22781777e-07,6.65475877e-07,7.34531816e-08
2.0,17,1.49217792e-07,1.64702010e-08,1.58433307e-08,1.33374461e-07,1.47214629e-08
2.0,18,2.74929695e-08,3.03458945e-09,1.56946703e-09,2.59235024e-08,2.86135650e-09
2.0,19,4.69939588e-09,5.18704872e-10,1.44515753e-10,4.55488013e-09,5.02753667e-10
2.0,20,8.25397874e-10,9.11048799e-11,1.30932700e-11,8.12304604e-10,8.96596851e-11
2.0,21,1.23313124e-10,1.36109235e-11,9.36905282e-13,1.22376219e-10,1.35075108e-11
2.0,22,2.02056408e-11,2.23023652e-12,6.09273882e-14,2.01447134e-11,2.22351155e-12
2.0,23,3.07100403e-12,3.38967984e-13,3.74917787e-15,3.06725485e-12,3.38554162e-13
2.0,24,4.23038403e-13,4.66936785e-14,2.07277269e-16,4.22831126e-13,4.66707999e-14
2.0,25,5.53691579e-14,6.11147745e-15,9.40325545e-18,5.53597547e-14,6.11043954e-15
2.0,26,6.72710995e-15,7.42517714e-16,3.27899460e-19,6.72678205e-15,7.42481522e-16
2.0,27,9.23712352e-16,1.01956530e-16,1.12379850e-20,9.23701114e-16,1.01955289e-16
2.0,28,1.13814166e-16,1.25624577e-17,3.84896423e-22,1.13813781e-16,1.25624152e-17
2.0,29,1.20905766e-17,1.33452067e-18,1.16303848e-23,1.20905650e-17,1.33451939e-18
2.0,30,1.43534106e-18,1.58428534e-19,2.77873061e-25,1.43534079e-18,1.58428503e-19
2.0,31,1.45787632e-19,1.60915906e-20,5.68374308e-27,1.45787626e-19,1.60915900e-20
2.0,32,1.63401655e-20,1.80357723e-21,1.02903263e-28,1.63401654e-20,1.80357722e-21
2.0,33,1.59028670e-21,1.75530956e-22,1.72618375e-30,1.59028669e-21,1.75530955e-22
2.0,34,1.46460584e-22,1.61658690e-23,2.67125355e-32,1.46460584e-22,1.61658690e-23
2.0,35,1.56265357e-23,1.72480897e-24,3.20393200e-34,1.56265357e-23,1.72480897e-24
2.0,36,1.32151703e-24,1.45864988e-25,4.08613459e-36,1.32151703e-24,1.45864988e-25
2.0,37,1.22769686e-25,1.35509404e-26,4.33949330e-38,1.22769686e-25,1.35509404e-26
2.0,38,9.63715044e-27,1.06371905e-27,3.86397323e-40,9.63715044e-27,1.06371905e-27
2.0,39,8.51780523e-28,9.40169152e-29,2.85522212e-42,8.51780523e-28,9.40169152e-29
2.0,40,7.42843884e-29,8.19928244e-30,2.02532566e-44,7.42843884e-29,8.19928244e-30
2.0,41,5.19537061e-30,5.73449037e-31,1.42343390e-46,5.19537061e-30,5.73449037e-31
2.0,42,4.13356052e-31,4.56249703e-32,7.23427377e-49,4.13356052e-31,4.56249703e-32
2.0,43,2.87553560e-32,3.17392780e-33,3.39842166e-51,2.87553560e-32,3.17392780e-33
2.0,44,2.21048259e-33,2.43986273e-34,1.29752083e-53,2.21048259e-33,2.43986273e-34
2.0,45,1.60701478e-34,1.77377353e-35,4.89446103e-56,1.60701478e-34,1.77377353e-35
2.0,46,1.02881415e-35,1.13557343e-36,1.93120146e-58,1.02881415e-35,1.13557343e-36
2.0,47,7.06765388e-37,7.80105908e-38,5.68803074e-61,7.06765388e-37,7.80105908e-38
2.0,48,4.36205378e-38,4.81470089e-39,1.46598518e-63,4.36205378e-38,4.81470089e-39
2.0,49,2.87398454e-39,3.17221579e-40,3.26068877e-66,2.87398454e-39,3.17221579e-40
2.0,50,1.62590037e-40,1.79461885e-41,6.49769114e-69,1.62590037e-40,1.79461885e-41
2.0,51,1.02323979e-41,1.12942063e-42,1.05655382e-71,1.02323979e-41,1.12942063e-42
2.0,52,6.30611639e-43,6.96049741e-44,1.62254592e-74,6.30611639e-43,6.96049741e-44
2.0,53,3.30867993e-44,3.65201919e-45,2.56958914e-77,3.30867993e-44,3.65201919e-45
2.0,54,1.98151523e-45,2.18713560e-46,2.96630472e-80,1.98151523e-45,2.18713560e-46
2.0,55,9.39377106e-47,1.03685557e-47,3.60270071e-83,9.39377106e-47,1.03685557e-47
2.0,56,5.51097518e-48,6.08284499e-49,2.95948665e-86,5.51097518e-48,6.08284499e-49
2.0,57,2.75824729e-49,3.04446856e-50,2.60359235e-89,2.75824729e-49,3.04446856e-50
2.0,58,1.39466055e-50,1.53938344e-51,2.03848867e-92,1.39466055e-50,1.53938344e-51
2.0,59,6.88602355e-52,7.60058110e-53,1.35027393e-95,6.88602355e-52,7.60058110e-53
2.0,60,3.15121046e-53,3.47820923e-54,8.14315245e-99,3.15121046e-53,3.47820923e-54
2.0,61,1.51596403e-54,1.67327450e-55,3.86396978e-102,1.51596403e-54,1.67327450e-55
2.0,62,6.97540107e-56,7.69923328e-57,1.53386472e-105,6.97540107e-56,7.69923328e-57
2.0,63,3.10748209e-57,3.42994320e-58,6.86772412e-109,3.10748209e-57,3.42994320e-58
2.0,64,1.42334292e-58,1.57104215e-59,2.44224912e-112,1.42334292e-58,1.57104215e-59
2.0,65,5.55226035e-60,6.12841430e-61,8.52356792e-116,5.55226035e-60,6.12841430e-61
2.0,66,2.54636672e-61,2.81060131e-62,1.90729248e-119,2.54636672e-61,2.81060131e-62
2.0,67,9.97548377e-63,1.10106323e-63,5.04808024e-123,9.97548377e-63,1.10106323e-63
2.0,68,3.80050039e-64,4.19487551e-65,1.28182563e-126,3.80050039e-64,4.19487551e-65
2.0,69,1.64056382e-65,1.81080391e-66,1.77052895e-130,1.64056382e-65,1.81080391e-66
2.0,70,5.92117575e-67,6.53561177e-68,3.73060437e-134,5.92117575e-67,6.53561177e-68
2.0,71,2.35719479e-68,2.60179914e-69,5.21373128e-138,2.35719479e-68,2.60179914e-69
2.0,72,7.82285660e-70,8.63462864e-71,7.61068468e-142,7.82285660e-70,8.63462864e-71
2.0,73,2.94767670e-71,3.25355491e-72,8.20920823e-146,2.94767670e-71,3.25355491e-72
2.0,74,1.05108501e-72,1.16015532e-73,6.99702165e-150,1.05108501e-72,1.16015532e-73
2.0,75,3.57667884e-74,3.94782815e-75,7.02868999e-154,3.57667884e-74,3.94782815e-75
2.0,76,1.21226666e-75,1.33806267e-76,5.25516709e-158,1.21226666e-75,1.33806267e-76
2.0,77,3.92624807e-77,4.33367192e-78,3.38878639e-162,3.92624807e-77,4.33367192e-78
2.0,78,1.34086098e-78,1.48000113e-79,2.14910655e-166,1.34086098e-78,1.48000113e-79
2.0,79,4.13040939e-80,4.55901891e-81,1.14041118e-170,4.13040939e-80,4.55901891e-81
2.0,80,1.23864703e-81,1.36718052e-82,6.48448104e-175,1.23864703e-81,1.36718052e-82
2.0,81,3.96721956e-83,4.37889499e-84,2.58584272e-179,3.96721956e-83,4.37889499e-84
2.0,82,1.11650583e-84,1.23236481e-85,9.99633076e-184,1.11650583e-84,1.23236481e-85
2.0,83,3.50963499e-86,3.87382720e-87,2.91578744e-188,3.50963499e-86,3.87382720e-87
2.0,84,9.55702022e-88,1.05487451e-88,8.44233918e-193,9.55702022e-88,1.05487451e-88
2.0,85,2.65252014e-89,2.92777019e-90,2.55052980e-197,2.65252014e-89,2.92777019e-90
2.0,86,7.42971862e-91,8.20069500e-92,4.76416083e-202,7.42971862e-91,8.20069500e-92
2.0,87,1.99515855e-92,2.20219468e-93,9.39005578e-207,1.99515855e-92,2.20219468e-93
2.0,88,5.61258239e-94,6.19499591e-95,1.64171799e-211,5.61258239e-94,6.19499591e-95
2.0,89,1.28284423e-95,1.41596404e-96,3.15637369e-216,1.28284423e-95,1.41596404e-96
2.0,90,3.57676497e-97,3.94792321e-98,3.49976090e-221,3.57676497e-97,3.94792321e-98
