drug,time_h,concentration
aducanumab,0.0,0.0
aducanumab,1.4428857715430863,221.77130311900748
aducanumab,2.8857715430861726,215.73090937598053
aducanumab,4.328657314629259,209.8559494355367
aducanumab,5.771543086172345,204.1418905927364
aducanumab,7.214428857715431,198.5843243373942
aducanumab,8.657314629258519,193.1789629511724
aducanumab,10.100200400801604,187.92163619791341
aducanumab,11.54308617234469,182.8082881046596
aducanumab,12.985971943887776,177.83497383086768
aducanumab,14.428857715430862,172.99785662340733
aducanumab,15.87174348697395,168.29320485499238
aducanumab,17.314629258517037,163.71738914375834
aducanumab,18.757515030060123,159.2668795517625
aducanumab,20.20040080160321,154.93824286024423
aducanumab,21.643286573146295,150.72813991954305
aducanumab,23.08617234468938,146.63332307162818
aducanumab,24.529058116232466,142.6506336432527
aducanumab,25.971943887775552,138.77699950778998
aducanumab,27.414829659318638,135.00943271387789
aducanumab,28.857715430861724,131.3450271790373
aducanumab,30.300601202404813,127.78095644648427
aducanumab,31.7434869739479,124.31447150340561
aducanumab,33.186372745490985,120.94289865901264
aducanumab,34.629258517034074,117.66363748073618
aducanumab,36.07214428857716,114.4741587869698
aducanumab,37.515030060120246,111.37200269481237
aducanumab,38.95791583166333,108.35477672129876
aducanumab,40.40080160320642,105.42015393665878
aducanumab,41.8436873747495,102.56587116817572
aducanumab,43.28657314629259,99.78972725325862
aducanumab,44.72945891783567,97.08958134037997
aducanumab,46.17234468937876,94.46335123656736
aducanumab,47.61523046092185,91.90901180017349
aducanumab,49.05811623246493,89.42459337768462
aducanumab,50.50100200400802,87.00818028336013
aducanumab,51.943887775551104,84.65790932052766
aducanumab,53.386773547094194,82.37196834339612
aducanumab,54.829659318637276,80.1485948582742
aducanumab,56.272545090180365,77.98607466311496
aducanumab,57.71543086172345,75.88274052433682
aducanumab,59.15831663326654,73.83697088989906
aducanumab,60.60120240480963,71.84718863763908
aducanumab,62.04408817635271,69.91185985790572
aducanumab,63.4869739478958,68.02949266954688
aducanumab,64.92985971943888,66.19863606833887
aducanumab,66.37274549098197,64.41787880696899
aducanumab,67.81563126252506,62.6858483057061
aducanumab,69.25851703406815,61.00120959291845
aducanumab,70.70140280561122,59.36266427462121
aducanumab,72.14428857715431,57.768949532258006
aducanumab,73.5871743486974,56.2188371479433
aducanumab,75.03006012024049,54.71113255641358
aducanumab,76.47294589178357,53.24467392295332
aducanumab,77.91583166332666,51.81833124658628
aducanumab,79.35871743486975,50.431005487839315
aducanumab,80.80160320641284,49.08162772040489
aducanumab,82.24448897795592,47.76915830604798
aducanumab,83.687374749499,46.49258609212032
aducanumab,85.13026052104209,45.25092763106247
aducanumab,86.57314629258518,44.04322642129175
aducanumab,88.01603206412827,42.86855216888994
aducanumab,89.45891783567134,41.726000069519294
aducanumab,90.90180360721443,40.6146901100148
aducanumab,92.34468937875752,39.533766389112515
aducanumab,93.78757515030061,38.48239645678956
aducanumab,95.2304609218437,37.4597706717062
aducanumab,96.67334669338678,36.46510157625379
aducanumab,98.11623246492987,35.497623288726196
aducanumab,99.55911823647295,34.55659091214615
aducanumab,101.00200400801604,33.64127995928923
aducanumab,102.44488977955912,32.750985793461574
aducanumab,103.88777555110221,31.88502308460077
aducanumab,105.3306613226453,31.042725280279193
aducanumab,106.77354709418839,30.223444091201696
aducanumab,108.21643286573148,29.426548990800594
aducanumab,109.65931863727455,28.651426728541615
aducanumab,111.10220440881764,27.897480856565128
aducanumab,112.54509018036073,27.16413126929777
aducanumab,113.98797595190382,26.450813755677967
aducanumab,115.4308617234469,25.756979563650503
aducanumab,116.87374749498998,25.082094976593925
aducanumab,118.31663326653307,24.425640901353752
aducanumab,119.75951903807616,23.78711246756336
aducanumab,121.20240480961925,23.166018637943445
aducanumab,122.64529058116233,22.56188182927917
aducanumab,124.08817635270542,21.974237543782458
aducanumab,125.5310621242485,21.402634010555293
aducanumab,126.9739478957916,20.846631836876103
aducanumab,128.41683366733469,20.3058036690412
aducanumab,129.85971943887776,19.779733862499036
aducanumab,131.30260521042086,19.26801816102266
aducanumab,132.74549098196394,18.770263384672834
aducanumab,134.18837675350701,18.286087126310733
aducanumab,135.63126252505012,17.815117456426307
aducanumab,137.0741482965932,17.356992636054258
aducanumab,138.5170340681363,16.9113608375562
aducanumab,139.95991983967937,16.4778798730529
aducanumab,141.40280561122245,16.056216930297694
aducanumab,142.84569138276555,15.646048315786851
aducanumab,144.28857715430863,15.247059204908648
aducanumab,145.7314629258517,14.858943398938244
aducanumab,147.1743486973948,14.481403088690895
aducanumab,148.61723446893788,14.114148624651015
aducanumab,150.06012024048098,13.756898293399706
aducanumab,151.50300601202406,13.409378100168198
aducanumab,152.94589178356713,13.071321557348893
aducanumab,154.38877755511024,12.742469478801508
aducanumab,155.8316633266533,12.422569779795053
aducanumab,157.27454909819642,12.111377282431306
aducanumab,158.7174348697395,11.808653526399723
aducanumab,160.16032064128257,11.514166584917536
aducanumab,161.60320641282567,11.227690885713109
aducanumab,163.04609218436875,10.94900703691444
aducanumab,164.48897795591185,10.67790165770806
aducanumab,165.93186372745492,10.414167213637894
aducanumab,167.374749498998,10.157601856416901
aducanumab,168.8176352705411,9.908009268127845
aducanumab,170.26052104208418,9.665198509692935
aducanumab,171.70340681362725,9.428983873495303
aducanumab,173.14629258517036,9.199184740038666
aducanumab,174.58917835671343,8.9756254385345
aducanumab,176.03206412825654,8.75813511130917
aducanumab,177.4749498997996,8.54654758192609
aducanumab,178.9178356713427,8.340701226921366
aducanumab,180.3607214428858,8.140438851053897
aducanumab,181.80360721442887,7.94560756597356
aducanumab,183.24649298597197,7.756058672213823
aducanumab,184.68937875751504,7.571647544417793
aducanumab,186.13226452905812,7.392233519708983
aducanumab,187.57515030060122,7.217679789120762
aducanumab,189.0180360721443,7.047853292000679
aducanumab,190.4609218436874,6.882624613307845
aducanumab,191.90380761523048,6.721867883724547
aducanumab,193.34669338677355,6.56546068250468
aducanumab,194.78957915831666,6.413283942984139
aducanumab,196.23246492985973,6.2652218606801995
aducanumab,197.67535070140283,6.121161803908932
aducanumab,199.1182364729459,5.980994226851716
aducanumab,200.56112224448898,5.8446125850037065
aducanumab,202.0040080160321,5.711913252939031
aducanumab,203.44689378757516,5.582795444329075
aducanumab,204.88977955911824,5.457161134152346
aducanumab,206.33266533066134,5.334914983035732
aducanumab,207.77555110220442,5.215964263668806
aducanumab,209.21843687374752,5.100218789234323
aducanumab,210.6613226452906,4.987590843799756
aducanumab,212.10420841683367,4.877995114616042
aducanumab,213.54709418837678,4.771348626271402
aducanumab,214.98997995991985,4.667570676649274
aducanumab,216.43286573146295,4.5665827746409375
aducanumab,217.87575150300603,4.468308579564883
aducanumab,219.3186372745491,4.372673842246008
aducanumab,220.7615230460922,4.279606347709262
aducanumab,222.20440881763528,4.189035859443464
aducanumab,223.6472945891784,4.1008940651922625
aducanumab,225.09018036072146,4.01511452423044
aducanumab,226.53306613226454,3.9316326160848543
aducanumab,227.97595190380764,3.8503854906603463
aducanumab,229.41883767535072,3.771312019732222
aducanumab,230.8617234468938,3.694352749767818
aducanumab,232.3046092184369,3.619449856040748
aducanumab,233.74749498997997,3.5465470980024096
aducanumab,235.19038076152307,3.4755897758762826
aducanumab,236.63326653306615,3.4065246884415608
aducanumab,238.07615230460922,3.33930009197348
aducanumab,239.51903807615233,3.2738656603087253
aducanumab,240.9619238476954,3.210172446004949
aducanumab,242.4048096192385,3.148172842564555
aducanumab,243.84769539078158,3.087820547693543
aducanumab,245.29058116232466,3.0290705275670318
aducanumab,246.73346693386776,2.97187898207391
aducanumab,248.17635270541084,2.9162033110137737
aducanumab,249.61923847695394,2.86200208122005
aducanumab,251.062124248497,2.8092349945839707
aducanumab,252.5050100200401,2.7578628569546626
aducanumab,253.9478957915832,2.707847547891338
aducanumab,255.39078156312627,2.6591519912443076
aducanumab,256.83366733466937,2.61174012654204
aducanumab,258.2765531062124,2.565576881162222
aducanumab,259.7194388777555,2.5206281432653075
aducanumab,261.1623246492986,2.476860735469702
aducanumab,262.60521042084173,2.4342423892482206
aducanumab,264.0480961923848,2.3927417200261116
aducanumab,265.4909819639279,2.352328202961349
aducanumab,266.933867735471,2.3129721493885493
aducanumab,268.37675350701403,2.274644683908325
aducanumab,269.81963927855713,2.2373177221043687
aducanumab,271.26252505010024,2.2009639488711055
aducanumab,272.7054108216433,2.16555679733514
aducanumab,274.1482965931864,2.131070428354254
aducanumab,275.5911823647295,2.0974797105781433
aducanumab,277.0340681362726,2.0647602010554835
aducanumab,278.47695390781564,2.032888126372335
aducanumab,279.91983967935874,2.00184036430736
aducanumab,281.36272545090185,1.9715944259896898
aducanumab,282.8056112224449,1.9421284385456514
aducanumab,284.248496993988,1.9134211282209677
aducanumab,285.6913827655311,1.885451803965415
aducanumab,287.13426853707415,1.8582003414672452
aducanumab,288.57715430861725,1.8316471676250674
aducanumab,290.02004008016036,1.8057732454452122
aducanumab,291.4629258517034,1.780560059352867
aducanumab,292.9058116232465,1.7559896009057048
aducanumab,294.3486973947896,1.7320443548989537
aducanumab,295.7915831663327,1.708707285851178
aducanumab,297.23446893787576,1.6859618248603485
aducanumab,298.67735470941886,1.6637918568200463
aducanumab,300.12024048096197,1.64218170798595
aducanumab,301.563126252505,1.6211161338829938
aducanumab,303.0060120240481,1.600580307543868
aducanumab,304.4488977955912,1.580559808069772
aducanumab,305.89178356713427,1.5610406095046048
aducanumab,307.3346693386774,1.5420090700139966
aducanumab,308.7775551102205,1.5234519213608377
aducanumab,310.2204408817635,1.5053562586691673
aducanumab,311.6633266533066,1.4877095304685293
aducanumab,313.10621242484973,1.4704995290111156
aducanumab,314.54909819639283,1.4537143808542183
aducanumab,315.9919839679359,1.437342537700715
aducanumab,317.434869739479,1.4213727674905143
aducanumab,318.8777555110221,1.4057941457361078
aducanumab,320.32064128256513,1.3905960470955139
aducanumab,321.76352705410824,1.3757681371761217
aducanumab,323.20641282565134,1.361300364563113
aducanumab,324.6492985971944,1.3471829530662964
aducanumab,326.0921843687375,1.333406394179376
aducanumab,327.5350701402806,1.3199614397458468
aducanumab,328.9779559118237,1.3068390948258253
aducanumab,330.42084168336675,1.294030610758331
aducanumab,331.86372745490985,1.2815274784136614
aducanumab,333.30661322645295,1.2693214216306508
aducanumab,334.749498997996,1.257404390833741
aducanumab,336.1923847695391,1.2457685568249437
aducanumab,337.6352705410822,1.2344063047459046
aducanumab,339.07815631262525,1.223310228205402
aducanumab,340.52104208416836,1.2124731235677533
aducanumab,341.96392785571146,1.2018879843977117
aducanumab,343.4068136272545,1.1915479960575737
aducanumab,344.8496993987976,1.1814465304523212
aducanumab,346.2925851703407,1.1715771409187492
aducanumab,347.7354709418838,1.161933557254625
aducanumab,349.17835671342687,1.1525096808840487
aducanumab,350.62124248496997,1.1432995801552799
aducanumab,352.0641282565131,1.134297485767406
aducanumab,353.5070140280561,1.125497786322318
aducanumab,354.9498997995992,1.1168950239985505
aducanumab,356.3927855711423,1.10848389034367
aducanumab,357.8356713426854,1.1002592221819405
aducanumab,359.2785571142285,1.0922159976341204
aducanumab,360.7214428857716,1.0843493322463176
aducanumab,362.1643286573147,1.0766544752249088
aducanumab,363.60721442885773,1.0691268057746213
aducanumab,365.05010020040083,1.0617618295369546
aducanumab,366.49298597194394,1.054555175126183
aducanumab,367.935871743487,1.0475025907602693
aducanumab,369.3787575150301,1.040599940984092
aducanumab,370.8216432865732,1.0338432034824556
aducanumab,372.26452905811624,1.0272284659804196
aducanumab,373.70741482965934,1.0207519232285602
aducanumab,375.15030060120245,1.014409874070833
aducanumab,376.5931863727455,1.008198718592775
aducanumab,378.0360721442886,1.0021149553478477
aducanumab,379.4789579158317,0.9961551786597718
aducanumab,380.9218436873748,0.9903160759987804
aducanumab,382.36472945891785,0.9845944254297593
aducanumab,383.80761523046095,0.9789870931303077
aducanumab,385.25050100200406,0.9734910309768035
aducanumab,386.6933867735471,0.968103274196608
aducanumab,388.1362725450902,0.9628209390845995
aducanumab,389.5791583166333,0.9576412207822732
aducanumab,391.02204408817636,0.9525613911176947
aducanumab,392.46492985971946,0.9475787965046316
aducanumab,393.90781563126257,0.9426908558992537
aducanumab,395.35070140280567,0.9378950588128148
aducanumab,396.7935871743487,0.9331889633787872
aducanumab,398.2364729458918,0.9285701944729553
aducanumab,399.6793587174349,0.9240364418850181
aducanumab,401.12224448897797,0.9195854585402882
aducanumab,402.5651302605211,0.915215058770115
aducanumab,404.0080160320642,0.9109231166297
aducanumab,405.4509018036072,0.9067075642619985
aducanumab,406.8937875751503,0.9025663903064512
aducanumab,408.33667334669343,0.898497638351317
aducanumab,409.7795591182365,0.8944994054284089
aducanumab,411.2224448897796,0.890569840549073
aducanumab,412.6653306613227,0.8867071432802822
aducanumab,414.1082164328658,0.8829095623597439
aducanumab,415.55110220440883,0.8791753943489518
aducanumab,416.99398797595194,0.8755029823231435
aducanumab,418.43687374749504,0.8718907145971528
aducanumab,419.8797595190381,0.8683370234861723
aducanumab,421.3226452905812,0.8648403841004687
aducanumab,422.7655310621243,0.8613993131731251
aducanumab,424.20841683366734,0.8580123679198997
aducanumab,425.65130260521045,0.8546781449303236
aducanumab,427.09418837675355,0.8513952790891839
aducanumab,428.53707414829665,0.8481624425275556
aducanumab,429.9799599198397,0.844978343602574
aducanumab,431.4228456913828,0.8418417259051615
aducanumab,432.8657314629259,0.8387513672949406
aducanumab,434.30861723446895,0.8357060789615913
aducanumab,435.75150300601206,0.8327047045119238
aducanumab,437.19438877755516,0.829746119081967
aducanumab,438.6372745490982,0.8268292284733845
aducanumab,440.0801603206413,0.8239529683135497
aducanumab,441.5230460921844,0.8211163032386387
aducanumab,442.96593186372746,0.8183182260991014
aducanumab,444.40881763527057,0.8155577571869027
aducanumab,445.85170340681367,0.8128339434839384
aducanumab,447.2945891783568,0.8101458579310417
aducanumab,448.7374749498998,0.8074925987170185
aducanumab,450.1803607214429,0.8048732885871633
aducanumab,451.623246492986,0.8022870741707208
aducanumab,453.0661322645291,0.799733125326773
aducanumab,454.5090180360722,0.7972106345080501
aducanumab,455.9519038076153,0.7947188161421711
aducanumab,457.3947895791583,0.7922569060298377
aducanumab,458.83767535070143,0.7898241607595171
aducanumab,460.28056112224453,0.7874198571381616
aducanumab,461.7234468937876,0.7850432916375267
aducanumab,463.1663326653307,0.7826937798556572
aducanumab,464.6092184368738,0.7803706559931303
aducanumab,466.0521042084169,0.7780732723436476
aducanumab,467.49498997995994,0.7758009987985852
aducanumab,468.93787575150304,0.7735532223651163
aducanumab,470.38076152304615,0.7713293466975389
aducanumab,471.8236472945892,0.7691287916414433
aducanumab,473.2665330661323,0.7669509927903682
aducanumab,474.7094188376754,0.7647954010546049
aducanumab,476.15230460921845,0.7626614822418153
aducanumab,477.59519038076155,0.7605487166491388
aducanumab,479.03807615230465,0.758456598666478
aducanumab,480.48096192384776,0.7563846363906505
aducanumab,481.9238476953908,0.7543323512501133
aducanumab,483.3667334669339,0.7522992776399702
aducanumab,484.809619238477,0.7502849625669777
aducanumab,486.25250501002006,0.7482889653042784
aducanumab,487.69539078156316,0.7463108570555921
aducanumab,489.13827655310627,0.7443502206286106
aducanumab,490.5811623246493,0.7424066501173378
aducanumab,492.0240480961924,0.7404797505931348
aducanumab,493.4669338677355,0.738569137804229
aducanumab,494.90981963927857,0.736674437883456
aducanumab,496.35270541082167,0.7347952870640093
aducanumab,497.7955911823648,0.732931331402977
aducanumab,499.2384769539079,0.7310822265124537
aducanumab,500.6813627254509,0.7292476372980183
aducanumab,502.124248496994,0.727427237704379
aducanumab,503.56713426853713,0.725620710467984
aducanumab,505.0100200400802,0.7238277468764132
aducanumab,506.4529058116233,0.7220480465343586
aducanumab,507.8957915831664,0.7202813171360202
aducanumab,509.33867735470943,0.7185272742437334
aducanumab,510.78156312625254,0.7167856410726647
aducanumab,512.2244488977956,0.7150561482814046
aducanumab,513.6673346693387,0.7133385337682975
aducanumab,515.1102204408818,0.7116325424733528
aducanumab,516.5531062124248,0.7099379261855814
aducanumab,517.995991983968,0.708254443355612
aducanumab,519.438877755511,0.7065818589134408
aducanumab,520.8817635270542,0.7049199440911732
aducanumab,522.3246492985973,0.7032684762506234
aducanumab,523.7675350701403,0.7016272387156355
aducanumab,525.2104208416835,0.6999960206090001
aducanumab,526.6533066132265,0.6983746166938378
aducanumab,528.0961923847696,0.6967628272193281
aducanumab,529.5390781563127,0.6951604577706653
aducanumab,530.9819639278558,0.6935673191231252
aducanumab,532.4248496993988,0.6919832271001287
aducanumab,533.867735470942,0.6904080024351948
aducanumab,535.310621242485,0.6888414706376762
aducanumab,536.7535070140281,0.6872834618621705
aducanumab,538.1963927855712,0.685733810781512
aducanumab,539.6392785571143,0.6841923564632418
aducanumab,541.0821643286573,0.6826589422494616
aducanumab,542.5250501002005,0.6811334156399788
aducanumab,543.9679358717435,0.6796156281786546
aducanumab,545.4108216432866,0.6781054353428635
aducanumab,546.8537074148297,0.6766026964359817
aducanumab,548.2965931863728,0.6751072744828223
aducanumab,549.7394789579158,0.6736190361279322
aducanumab,551.182364729459,0.6721378515366774
aducanumab,552.625250501002,0.6706635942990377
aducanumab,554.0681362725452,0.6691961413360351
aducanumab,555.5110220440882,0.6677353728087286
aducanumab,556.9539078156313,0.6662811720296987
aducanumab,558.3967935871744,0.664833425376959
aducanumab,559.8396793587175,0.6633920222102255
aducanumab,561.2825651302605,0.6619568547894789
aducanumab,562.7254509018037,0.6605278181957581
aducanumab,564.1683366733467,0.659104810254125
aducanumab,565.6112224448898,0.657687731458736
aducanumab,567.054108216433,0.6562764848999697
aducanumab,568.496993987976,0.6548709761935488
aducanumab,569.939879759519,0.6534711134116036
aducanumab,571.3827655310622,0.6520768070156244
aducanumab,572.8256513026053,0.6506879697912504
aducanumab,574.2685370741483,0.6493045167848446
aducanumab,575.7114228456915,0.6479263652418056
aducanumab,577.1543086172345,0.6465534345465708
aducanumab,578.5971943887776,0.6451856461642606
aducanumab,580.0400801603207,0.643822923583923
aducanumab,581.4829659318638,0.6424651922633323
aducanumab,582.9258517034068,0.6411123795752988
aducanumab,584.36873747495,0.6397644147554499
aducanumab,585.811623246493,0.6384212288514427
aducanumab,587.2545090180361,0.6370827546735648
aducanumab,588.6973947895792,0.6357489267466907
aducanumab,590.1402805611223,0.6344196812635529
aducanumab,591.5831663326654,0.6330949560392927
aducanumab,593.0260521042085,0.631774690467257
aducanumab,594.4689378757515,0.6304588254760043
aducanumab,595.9118236472947,0.6291473034874886
aducanumab,597.3547094188377,0.6278400683763903
aducanumab,598.7975951903808,0.6265370654305576
aducanumab,600.2404809619239,0.6252382413125346
aducanumab,601.683366733467,0.6239435440221407
aducanumab,603.12625250501,0.6226529228600762
aducanumab,604.5691382765532,0.6213663283925241
aducanumab,606.0120240480962,0.6200837124167216
aducanumab,607.4549098196393,0.6188050279274732
aducanumab,608.8977955911824,0.617530229084583
aducanumab,610.3406813627255,0.6162592711811773
aducanumab,611.7835671342685,0.614992110612895
aducanumab,613.2264529058117,0.6137287048479217
aducanumab,614.6693386773547,0.612469012397845
aducanumab,616.1122244488978,0.6112129927893067
aducanumab,617.555110220441,0.6099606065364318
aducanumab,618.997995991984,0.6087118151140135
aducanumab,620.440881763527,0.6074665809314302
aducanumab,621.8837675350702,0.6062248673072791
aducanumab,623.3266533066133,0.6049866384447025
aducanumab,624.7695390781564,0.6037518594073907
aducanumab,626.2124248496995,0.6025204960962418
aducanumab,627.6553106212425,0.6012925152266599
aducanumab,629.0981963927857,0.6000678843064761
aducanumab,630.5410821643287,0.5988465716144724
aducanumab,631.9839679358718,0.597628546179495
aducanumab,633.4268537074149,0.5964137777601387
aducanumab,634.869739478958,0.5952022368249876
aducanumab,636.312625250501,0.5939938945333966
aducanumab,637.7555110220442,0.5927887227167989
aducanumab,639.1983967935872,0.5915866938605268
aducanumab,640.6412825651303,0.5903877810861267
aducanumab,642.0841683366734,0.5891919581341618
aducanumab,643.5270541082165,0.5879991993474841
aducanumab,644.9699398797595,0.586809479654963
aducanumab,646.4128256513027,0.5856227745556619
aducanumab,647.8557114228457,0.5844390601034456
aducanumab,649.2985971943888,0.5832583128920102
aducanumab,650.7414829659319,0.5820805100403221
aducanumab,652.184368737475,0.5809056291784566
aducanumab,653.627254509018,0.579733648433822
aducanumab,655.0701402805612,0.5785645464177633
aducanumab,656.5130260521042,0.5773983022125309
aducanumab,657.9559118236474,0.5762348953586047
aducanumab,659.3987975951904,0.5750743058423688
aducanumab,660.8416833667335,0.5739165140841198
aducanumab,662.2845691382767,0.572761500926405
aducanumab,663.7274549098197,0.5716092476226793
aducanumab,665.1703406813627,0.5704597358262721
aducanumab,666.6132264529059,0.569312947579657
aducanumab,668.056112224449,0.5681688653040142
aducanumab,669.498997995992,0.5670274717890789
aducanumab,670.9418837675352,0.5658887501832663
aducanumab,672.3847695390782,0.5647526839840692
aducanumab,673.8276553106213,0.5636192570287157
aducanumab,675.2705410821644,0.5624884534850833
aducanumab,676.7134268537075,0.561360257842862
aducanumab,678.1563126252505,0.5602346549049592
aducanumab,679.5991983967937,0.5591116297791378
aducanumab,681.0420841683367,0.5579911678698861
aducanumab,682.4849699398798,0.5568732548705074
aducanumab,683.9278557114229,0.5557578767554264
aducanumab,685.370741482966,0.5546450197727074
aducanumab,686.813627254509,0.553534670436775
aducanumab,688.2565130260522,0.5524268155213355
aducanumab,689.6993987975952,0.5513214420524913
aducanumab,691.1422845691384,0.5502185373020426
aducanumab,692.5851703406814,0.549118088780974
aducanumab,694.0280561122245,0.5480200842331173
aducanumab,695.4709418837676,0.5469245116289888
aducanumab,696.9138276553107,0.5458313591597944
aducanumab,698.3567134268537,0.5447406152315989
aducanumab,699.7995991983969,0.5436522684596539
aducanumab,701.2424849699399,0.5425663076628822
aducanumab,702.685370741483,0.5414827218585104
aducanumab,704.1282565130261,0.5404015002568515
aducanumab,705.5711422845692,0.5393226322562269
aducanumab,707.0140280561122,0.5382461074380284
aducanumab,708.4569138276554,0.5371719155619155
aducanumab,709.8997995991984,0.5361000465611437
aducanumab,711.3426853707415,0.5350304905380195
aducanumab,712.7855711422847,0.5339632377594807
aducanumab,714.2284569138277,0.5328982786527962
aducanumab,715.6713426853707,0.5318356038013843
aducanumab,717.1142284569139,0.5307752039407445
aducanumab,718.557114228457,0.5297170699545009
aducanumab,720.0,0.5286611928705521
lecanemab,0.0,0.0
lecanemab,0.6733466933867736,155.67198654551385
lecanemab,1.346693386773547,227.9846724205765
lecanemab,2.020040080160321,223.81669077189352
lecanemab,2.693386773547094,219.72826081429642
