drug,concentration,effect
lecanemab,70.67181273927491,0.5872869185356345
lecanemab,75.75250258771905,0.5875028674648207
lecanemab,81.19844993184009,0.5877016951088283
lecanemab,87.03591361485165,0.5878847486205098
lecanemab,93.29304026284677,0.5880532707299705
lecanemab,100.0,0.5882084075969476
donepezil,0.0001,0.0052980132450331134
donepezil,0.00010718913192051276,0.005676191963151057
donepezil,0.00011489510001873086,0.0060811589764106794
donepezil,0.00012315506032928262,0.00651478133169924
donepezil,0.0001320088400831418,0.006979051703087242
donepezil,0.00014149912974345758,0.007476096179433192
donepezil,0.00015167168884709225,0.008008182434878676
donepezil,0.00016257556664437935,0.008577728285266978
donepezil,0.00017426333860096508,0.009187310630502439
donepezil,0.00018679135990207828,0.009839674779243569
donepezil,0.00020022003718155845,0.010537744148008189
donepezil,0.00021461411978584036,0.011284630321671872
donepezil,0.0002300430119772917,0.012083643456364769
donepezil,0.0002465811075822604,0.012938302998808484
donepezil,0.00026430814869741055,0.013852348688071552
donepezil,0.0002833096101839324,0.014829751796438171
donepezil,0.0003036771118035457,0.01587472655545369
donepezil,0.00032550885998350565,0.016991741701102955
donepezil,0.0003489101213406774,0.01818553205836096
donepezil,0.0003739937302478798,0.01946111006989983
donepezil,0.0004008806328898465,0.02082377715641704
donepezil,0.00042970047043208395,0.022279134776751808
donepezil,0.00046059220411451035,0.023833095034583914
donepezil,0.0004937047852839004,0.025491890654987925
donepezil,0.0005291978735958442,0.027262084128408703
donepezil,0.0005672426068491978,0.029150575791739776
donepezil,0.000608022426164942,0.031164610586190182
donepezil,0.000651733960488242,0.03331178319966342
donepezil,0.0006985879746785249,0.035600041267677414
donepezil,0.0007488103857590023,0.038037686271776845
donepezil,0.0008026433522257174,0.04063337173841461
donepezil,0.0008603464416684501,0.04339609830504786
donepezil,0.0009221978823334322,0.04633520518453862
donepezil,0.0009884959046625587,0.04946035752490234
donepezil,0.001059560179277616,0.05278152913028415
donepezil,0.001135733358343105,0.056308979982288336
donepezil,0.001217382727739662,0.06005322798023835
donepezil,0.0013049019780144017,0.06402501430668824
donepezil,0.0013987131026472386,0.0682352618229022
donepezil,0.0014992684327860455,0.07269502591069155
donepezil,0.0016070528182616384,0.0774154372048229
donepezil,0.0017225859653987874,0.08240763570720666
donepezil,0.0018464249428955426,0.08768269584339153
donepezil,0.0019791668678535573,0.09325154211662477
donepezil,0.00212145178491063,0.09912485513782399
donepezil,0.0022739657523579274,0.10531296796382855
donepezil,0.002437444150122222,0.11182575286322051
donepezil,0.0026126752255633263,0.11867249884997581
donepezil,0.002800503894183631,0.1258617805802095
donepezil,0.003001835813575589,0.1334013194948412
donepezil,0.0032176417502507355,0.14129783840793556
donepezil,0.0034489622604057598,0.14955691108145416
donepezil,0.0036969127071950244,0.15818280868466006
donepezil,0.003962688638701479,0.16717834540040563
donepezil,0.0042475715525368985,0.17654472579849398
donepezil,0.004552935074866948,0.18628139693336265
donepezil,0.004880251583654433,0.19638590842248627
donepezil,0.005231099308056258,0.20685378400463586
donepezil,0.005607169938205458,0.2176784082441065
donepezil,0.006010276782070382,0.2288509321190626
donepezil,0.00644236350872137,0.24036020119147902
donepezil,0.006905513520162331,0.2521927098876305
donepezil,0.007401959996915637,0.2643325851107585
donepezil,0.007934096665797492,0.2767616019559181
donepezil,0.008504489341802677,0.2894592337023026
donepezil,0.009115888299750819,0.3024027375295153
donepezil,0.009771241535346501,0.3155672765583026
donepezil,0.010473708979594498,0.3289260778784707
donepezil,0.011226677735108135,0.34245062522973335
donepezil,0.012033778407775893,0.3561108839840026
donepezil,0.01289890261253308,0.369875555083331
donepezil,0.01382622173764655,0.3837123536613817
donepezil,0.014820207057988586,0.3975883072620953
donepezil,0.015885651294280528,0.41147006790748214
donepezil,0.017027691722258997,0.42532423179095064
donepezil,0.018251834943190423,0.439117660108034
donepezil,0.01956398343517063,0.45281779449675985
donepezil,0.02097046401323233,0.46639296074730646
donepezil,0.02247805833548725,0.47981265484510355
donepezil,0.024094035602395245,0.4930478060120052
donepezil,0.02582618760682675,0.5060710121756894
donepezil,0.02768286630392064,0.5188567441897
donepezil,0.029673024081888696,0.5313815161023534
donepezil,0.031806256927941194,0.5436240197870523
donepezil,0.03409285069746811,0.555565223255229
donepezil,0.036543830709572546,0.567188432935556
donepezil,0.039171014908092563,0.5784793210841739
donepezil,0.0419870708444391,0.5894259202625611
donepezil,0.04500557675700498,0.6000185874623872
donepezil,0.04824108704165369,0.6102499409585385
donepezil,0.05170920242896755,0.6201147733286471
donepezil,0.055426645206631014,0.6296099442932128
donepezil,0.05941133984965034,0.6387342571139527
donepezil,0.06368249944718586,0.6474883222532252
donepezil,0.06826071834272386,0.6558744118612487
donepezil,0.07316807143427193,0.6638963084392082
donepezil,0.07842822061337681,0.671559150744632
donepezil,0.08406652885618325,0.6788692796795109
donepezil,0.09011018251665019,0.6858340865491399
donepezil,0.09658832241158699,0.6924618657162109
donepezil,0.10353218432956615,0.6987616733136777
donepezil,0.11097524964120721,0.7047431933322026
donepezil,0.11895340673703195,0.7104166120720053
donepezil,0.1275051240713013,0.7157925016507064
donepezil,0.1366716356462006,0.7208817129921906
donepezil,0.14649713983072848,0.7256952784886613
donepezil,0.15702901247293774,0.7302443243293759
donepezil,0.16831803533309567,0.7345399923242929
donepezil,0.18041864093920718,0.738593370917296
donepezil,0.193389175045523,0.7424154349793909
donepezil,0.20729217795953697,0.7460169938944756
donepezil,0.22219468609395238,0.7494086473958914
donepezil,0.23816855519761582,0.7526007485778273
donepezil,0.25529080682395167,0.7556033734887034
donepezil,0.2736439997074669,0.7584262967109598
donepezil,0.29331662783900425,0.7610789723405182
donepezil,0.31440354715915003,0.7635705197970979
donepezil,0.33700643292719284,0.7659097139213874
donepezil,0.36123426997094304,0.7681049788448915
donepezil,0.3872038781812553,0.7701643851514726
donepezil,0.41504047578504727,0.7720956498848307
donepezil,0.4448782831127585,0.7739061389923088
donepezil,0.47686116977144694,0.7756028718315454
donepezil,0.5111433483440165,0.7771925274019547
donepezil,0.5478901179593939,0.7786814519972339
donepezil,0.5872786613189477,0.7800756680076946
donepezil,0.6294988990221888,0.7813808836319099
donepezil,0.6747544053110693,0.7826025032858063
donepezil,0.7232633896483533,0.7837456385237852
donepezil,0.7752597488629457,0.7848151193107507
donepezil,0.8309941949353387,0.7858155055060193
donepezil,0.890735463861044,0.7867510984401059
donepezil,0.9547716114208056,0.7876259524833699
donepezil,1.0234114021054528,0.7884438865215954
donepezil,1.096985797892384,0.7892084952678855
donepezil,1.1758495540521559,0.7899231603529036
donepezil,1.2603829296797273,0.7905910611466209
donepezil,1.350993521198025,0.7912151852744693
donepezil,1.448118227674533,0.7917983387992694
donepezil,1.552225357427048,0.7923431560476405
donepezil,1.6638168860761273,0.7928521090658986
donepezil,1.7834308769319094,0.7933275166958479
donepezil,1.9116440753856998,0.7937715532654378
donepezil,2.0490746898158463,0.7941862568931211
donepezil,2.1963853724165467,0.7945735374079613
donepezil,2.3542864143224156,0.794935183890196
donepezil,2.523539170434766,0.7952728718391433
donepezil,2.7049597304631314,0.7955881699770766
donepezil,2.899422853882875,0.795882546699079
donepezil,3.107866187782014,0.79615737617995
donepezil,3.33129478793467,0.7964139441500292
donepezil,3.5707859649004625,0.7966534533523578
donepezil,3.827494478516307,0.7968770286939661
donepezil,4.1026581058271905,0.7970857221042665
donepezil,4.397603609302721,0.7972805171135923
donepezil,4.713753134116719,0.7974623331648627
donepezil,5.05263106533568,0.7976320296712041
donepezil,5.415871378079465,0.7977904098321248
donepezil,5.805225516094896,0.7979382242205537
donepezil,6.222570836730231,0.7980761741527107
donepezil,6.669919663030115,0.7982049148524007
donepezil,7.149428986597577,0.7983250584209226
donepezil,7.663410868007447,0.798437176623356
donepezil,8.214343584919423,0.7985418035015587
donepezil,8.804883581643464,0.7986394378237627
donepezil,9.437878277775372,0.7987305453802136
donepezil,10.11637979766207,0.7988155611338577
donepezil,10.843659686896087,0.7988948912346446
donepezil,11.623224686798519,0.7989689149055859
donepezil,12.458833642950081,0.7990379862082911
donepezil,13.354515629298973,0.799102435695299
donepezil,14.314589375234785,0.7991625719561274
donepezil,15.343684089300101,0.7992186830635862
donepezil,16.446761779946627,0.7992710379265349
donepezil,17.62914118095948,0.7993198875549155
donepezil,18.896523396912077,0.7993654662425578
donepezil,20.255019392306664,0.7994079926729347
donepezil,21.711179456945008,0.7994476709527425
donepezil,23.272024789604075,0.7994846915778886
donepezil,24.945081352303166,0.7995192323362003
donepezil,26.73841615839944,0.7995514591509005
donepezil,28.660676169482503,0.7995815268686578
donepezil,30.72112998861753,0.7996095799957755
donepezil,32.92971255097148,0.7996357533858754
donepezil,35.2970730273065,0.7996601728822117
donepezil,37.83462617131925,0.7996829559175649
donepezil,40.554607358408276,0.7997042120744726
donepezil,43.47013158125017,0.7997240436083866
donepezil,46.59525668664677,0.7997425459361729
donepezil,49.9450511585514,0.7997598080922312
donepezil,53.53566677410719,0.7997759131543475
donepezil,57.38441648302393,0.7997909386412744
donepezil,61.50985788580504,0.7998049568838944
donepezil,65.93188271333541,0.7998180353717073
donepezil,70.67181273927491,0.7998302370762669
donepezil,75.75250258771905,0.7998416207530913
donepezil,81.19844993184009,0.7998522412234664
donepezil,87.03591361485165,0.7998621496374743
donepezil,93.29304026284677,0.7998713937194888
donepezil,100.0,0.7998800179973004
memantine,0.0001,0.0001199760047990402
memantine,0.00010718913192051276,0.0001285993893907867
memantine,0.00011489510001873086,0.0001378424451794256
memantine,0.00012315506032928262,0.00014774968015359325
memantine,0.0001320088400831418,0.00015836879593765597
memantine,0.00014149912974345758,0.00016975091647823944
memantine,0.00015167168884709225,0.0001819508330362432
memantine,0.00016257556664437935,0.00019502726663648618
memantine,0.00017426333860096508,0.00020904314920697315
memantine,0.00018679135990207828,0.00022406592472491976
memantine,0.00020022003718155845,0.00024016787177743595
memantine,0.00021461411978584036,0.00025742644904146715
memantine,0.0002300430119772917,0.0002759246652905855
memantine,0.0002465811075822604,0.0002957514756458448
memantine,0.00026430814869741055,0.0003170022059045414
memantine,0.0002833096101839324,0.0003397790069047291
memantine,0.0003036771118035457,0.0003641913410150882
memantine,0.00032550885998350565,0.00039035650297966265
memantine,0.0003489101213406774,0.0004184001774954151
memantine,0.0003739937302478798,0.00044845703605791325
memantine,0.0004008806328898465,0.00048067137577714855
memantine,0.00042970047043208395,0.0005151978030418353
memantine,0.00046059220411451035,0.0005522019650969716
memantine,0.0004937047852839004,0.0005918613327962285
memantine,0.0005291978735958442,0.0006343660379982328
memantine,0.0005672426068491978,0.0006799197692942717
memantine,0.000608022426164942,0.0007287407299845496
memantine,0.000651733960488242,0.0007810626624610999
memantine,0.0006985879746785249,0.0008371359434077584
memantine,0.0007488103857590023,0.0008972287544912732
memantine,0.0008026433522257174,0.0009616283334924816
memantine,0.0008603464416684501,0.0010306423111121434
memantine,0.0009221978823334322,0.0011046001389821295
memantine,0.0009884959046625587,0.0011838546147183405
memantine,0.001059560179277616,0.0012687835101661466
memantine,0.001135733358343105,0.0013597913093109871
memantine,0.001217382727739662,0.0014573110626543559
memantine,0.0013049019780144017,0.0015618063651868666
memantine,0.0013987131026472386,0.0016737734654227857
memantine,0.0014992684327860455,0.00179374351329127
memantine,0.0016070528182616384,0.00192228495500508
memantine,0.0017225859653987874,0.0020600060833429394
memantine,0.0018464249428955426,0.002207557752081998
memantine,0.0019791668678535573,0.0023656362635956656
memantine,0.00212145178491063,0.002534986438881776
memantine,0.0022739657523579274,0.002716404879498478
memantine,0.002437444150122222,0.002910743431049629
memantine,0.0026126752255633263,0.003118912857966591
memantine,0.002800503894183631,0.0033418867393653308
memantine,0.003001835813575589,0.003580705595700617
memantine,0.0032176417502507355,0.0038364812557756065
memantine,0.0034489622604057598,0.004110401473373349
memantine,0.0036969127071950244,0.004403734802334296
memantine,0.003962688638701479,0.004717835738283065
memantine,0.0042475715525368985,0.005054150134378208
memantine,0.004552935074866948,0.005414220897386758
memantine,0.004880251583654433,0.0057996939690311685
memantine,0.005231099308056258,0.006212324595877677
memantine,0.005607169938205458,0.006653983888983328
memantine,0.006010276782070382,0.007126665672039978
memantine,0.00644236350872137,0.007632493613789589
memantine,0.006905513520162331,0.008173728636969337
memantine,0.007401959996915637,0.008752776591908274
memantine,0.007934096665797492,0.009372196178061868
memantine,0.008504489341802677,0.010034707091153557
memantine,0.009115888299750819,0.010743198367107742
memantine,0.009771241535346501,0.011500736886510671
memantine,0.010473708979594498,0.012310575994831305
memantine,0.011226677735108135,0.013176164183973084
memantine,0.012033778407775893,0.014101153769811307
memantine,0.01289890261253308,0.015089409488104314
memantine,0.01382622173764655,0.016145016917458194
memantine,0.014820207057988586,0.017272290622795144
memantine,0.015885651294280528,0.01847578189595983
memantine,0.017027691722258997,0.0197602859516539
memantine,0.018251834943190423,0.0211308484168024
memantine,0.01956398343517063,0.022592770929756048
memantine,0.02097046401323233,0.02415161564249411
memantine,0.02247805833548725,0.02581320839435586
memantine,0.024094035602395245,0.027583640300010082
memantine,0.02582618760682675,0.02946926746767998
memantine,0.02768286630392064,0.03147670853649806
memantine,0.029673024081888696,0.03361283969481653
memantine,0.031806256927941194,0.03588478681504218
memantine,0.03409285069746811,0.03829991431596191
memantine,0.036543830709572546,0.04086581034161975
memantine,0.039171014908092563,0.04359026782784643
memantine,0.0419870708444391,0.046481261014977474
memantine,0.04500557675700498,0.04954691695979221
memantine,0.04824108704165369,0.052795481603138385
memantine,0.05170920242896755,0.056235279964131205
memantine,0.055426645206631014,0.05987467005945789
memantine,0.05941133984965034,0.06372199018949237
memantine,0.06368249944718586,0.06778549929398961
memantine,0.06826071834272386,0.07207331016136342
memantine,0.07316807143427193,0.0765933153790432
memantine,0.07842822061337681,0.08135310603989199
memantine,0.08406652885618325,0.08635988337234429
memantine,0.09011018251665019,0.09162036364025056
memantine,0.09658832241158699,0.0971406768618752
memantine,0.10353218432956615,0.10292626012437918
memantine,0.11097524964120721,0.10898174651727086
memantine,0.11895340673703195,0.11531085097095563
memantine,0.1275051240713013,0.12191625455808706
memantine,0.1366716356462006,0.12879948908747924
memantine,0.14649713983072848,0.1359608240826114
memantine,0.15702901247293774,0.14339915847725726
memantine,0.16831803533309567,0.15111191956614292
memantine,0.18041864093920718,0.15909497190450447
memantine,0.193389175045523,0.16734253894242848
memantine,0.20729217795953697,0.17584714019393197
memantine,0.22219468609395238,0.18459954666438497
memantine,0.23816855519761582,0.19358875708314785
memantine,0.25529080682395167,0.2028019972048646
memantine,0.2736439997074669,0.2122247440509626
memantine,0.29331662783900425,0.22184077646626357
memantine,0.31440354715915003,0.2316322527738521
memantine,0.33700643292719284,0.24157981564032305
memantine,0.36123426997094304,0.25166272353500097
memantine,0.3872038781812553,0.261859007407641
memantine,0.41504047578504727,0.27214565045046907
memantine,0.4448782831127585,0.28249878808549245
memantine,0.47686116977144694,0.2928939246605635
memantine,0.5111433483440165,0.3033061627796691
memantine,0.5478901179593939,0.31371044076243004
memantine,0.5872786613189477,0.3240817734470404
memantine,0.6294988990221888,0.3343954914345547
memantine,0.6747544053110693,0.3446274739267214
memantine,0.7232633896483533,0.35475437053156655
memantine,0.7752597488629457,0.3647538077889719
memantine,0.8309941949353387,0.3746045766829401
memantine,0.890735463861044,0.38428679803194066
memantine,0.9547716114208056,0.39378206335288296
memantine,1.0234114021054528,0.4030735495445415
memantine,1.096985797892384,0.41214610649892824
memantine,1.1758495540521559,0.4209863174921587
memantine,1.2603829296797273,0.42958253290119097
memantine,1.350993521198025,0.4379248784156576
memantine,1.448118227674533,0.4460052394468329
memantine,1.552225357427048,0.4538172238666219
memantine,1.6638168860761273,0.4613561055325615
memantine,1.7834308769319094,0.4686187512699795
memantine,1.9116440753856998,0.4756035340944661
memantine,2.0490746898158463,0.48231023547541757
memantine,2.1963853724165467,0.4887399393762714
memantine,2.3542864143224156,0.4948949206727673
memantine,2.523539170434766,0.5007785303615359
memantine,2.7049597304631314,0.506395079742032
memantine,2.899422853882875,0.5117497254990401
memantine,3.107866187782014,0.5168483573432003
memantine,3.33129478793467,0.5216974895941848
memantine,3.5707859649004625,0.5263041578243882
memantine,3.827494478516307,0.5306758214275398
memantine,4.1026581058271905,0.5348202727419216
memantine,4.397603609302721,0.53874555314559
memantine,4.713753134116719,0.5424598763533854
memantine,5.05263106533568,0.5459715589834774
memantine,5.415871378079465,0.5492889583246158
memantine,5.805225516094896,0.5524204171231922
memantine,6.222570836730231,0.5553742151200721
memantine,6.669919663030115,0.5581585269990019
memantine,7.149428986597577,0.5607813863589525
memantine,7.663410868007447,0.5632506552897264
memantine,8.214343584919423,0.5655739991111707
memantine,8.804883581643464,0.5677588658291398
memantine,9.437878277775372,0.5698124698638233
memantine,10.11637979766207,0.5717417796162431
memantine,10.843659686896087,0.573553508454899
memantine,11.623224686798519,0.5752541087251577
memantine,12.458833642950081,0.5768497684077295
memantine,13.354515629298973,0.578346410078345
memantine,14.314589375234785,0.5797496918475848
memantine,15.343684089300101,0.5810650099870016
memantine,16.446761779946627,0.5822975029745804
memantine,17.62914118095948,0.583452056718766
memantine,18.896523396912077,0.5845333107453802
memantine,20.255019392306664,0.5855456651555236
memantine,21.711179456945008,0.5864932881848292
memantine,23.272024789604075,0.5873801242151154
memantine,24.945081352303166,0.5882099021085327
memantine,26.73841615839944,0.5889861437516994
memantine,28.660676169482503,0.5897121727131293
memantine,30.72112998861753,0.5903911229315091
memantine,32.92971255097148,0.5910259473651597
memantine,35.2970730273065,0.5916194265444229
memantine,37.83462617131925,0.5921741769788158
memantine,40.554607358408276,0.5926926593797137
memantine,43.47013158125017,0.5931771866671437
memantine,46.59525668664677,0.5936299317360965
memantine,49.9450511585514,0.5940529349636877
memantine,53.53566677410719,0.5944481114436112
memantine,57.38441648302393,0.5948172579387064
memantine,61.50985788580504,0.595162059546202
memantine,65.93188271333541,0.5954840960733485
memantine,70.67181273927491,0.5957848481238072
memantine,75.75250258771905,0.5960657028973588
memantine,81.19844993184009,0.5963279597073105
memantine,87.03591361485165,0.5965728352214388
memantine,93.29304026284677,0.5968014684334864
memantine,100.0,0.5970149253731343
